"Krasnushkin_DonNaKostylyah" "Kryukov_NaTihomDonu1898" "Kryukov_RechkeLazor1911" "Kryukov_Tatarnik1919" "Kryukov_Vglubine1913" "Kryukov_VojskovojKrugIRossiya1918" "Kryukov_Zyb1909" "Sholokhov_Celina" "Sholokhov_Don1-2" "Sholokhov_Don3-4" "Sholokhov_Sudba"
"трудом" 0 0.0164425005754875 0.0197667523225934 0 0.0251193167545843 0 0.036320711885953 0.0120569086086327 0.0162905819416272 0.0210410257920894 0
"черные" 0.00677277345072807 0.01315400046039 0.0098833761612967 0 0.0143538952883339 0 0.0272405339144647 0.0120569086086327 0.028377142737028 0.013887077022779 0
"устин" 0 0 0.553469065032615 0 0 0 0 0.034241620448517 0 0 0
"земля" 0 0.00986550034529251 0 0 0.0322962643987512 0.0686813186813187 0.00908017797148824 0.0163973957077405 0.0220711110176884 0.0143078975386208 0.00908017797148824
"сел" 0.0135455469014561 0.019731000690585 0.0197667523225934 0 0.0215308429325008 0 0.0181603559429765 0.0168796720520858 0.0152395766550706 0.0164120001178297 0.0272405339144647
"словом" 0.00677277345072807 0.019731000690585 0.0098833761612967 0 0.0179423691104173 0 0.00908017797148824 0.0289365806607186 0.00578052907606125 0.0155703590861462 0.0272405339144647
"снег" 0 0.0032885001150975 0.0098833761612967 0 0 0 0 0.0154328430190499 0.0136630687252357 0.0273533335297162 0.00908017797148824
"стол" 0.00677277345072807 0.00657700023019501 0 0 0.0143538952883339 0 0.00454008898574412 0.013986013986014 0.0126120634386791 0.0252492309505073 0.0454008898574412
"фронт" 0 0 0 0 0.00717694764416694 0 0 0.00096455268869062 0.0162905819416272 0.0366113848782356 0.036320711885953
"баз" 0 0.01315400046039 0 0 0 0 0.00908017797148824 0.0159151193633952 0.0199691004445752 0.0201993847604058 0
"иначе" 0.00677277345072807 0.0032885001150975 0.0098833761612967 0.0595592614651578 0.0143538952883339 0 0 0.0323125150711358 0.00893354493573103 0.0122037949594119 0.036320711885953
"конечно" 0 0.032885001150975 0.0395335046451868 0 0.0574155811533355 0.137362637362637 0.0227004449287206 0.0221847118398843 0.00525502643278296 0.0117829744435701 0.036320711885953
"усть" 0.00677277345072807 0.00986550034529251 0.0098833761612967 0.119118522930316 0 0 0 0.00096455268869062 0.0120865607954008 0.0391363079732863 0
"хутору" 0 0 0 0 0 0 0 0.0178442247407765 0.0189180951580186 0.021882666823773 0
"голова" 0.0135455469014561 0.01315400046039 0.0098833761612967 0 0.00717694764416694 0 0.0317806229002088 0.0115746322642874 0.0173415872281838 0.0206202052762476 0.0181603559429765
"дивизии" 0 0 0 0 0 0 0 0.00096455268869062 0.0294281480235846 0.0265116924980327 0.0272405339144647
"кондрат" 0 0 0.187784147064637 0 0 0 0 0.0467808054014951 0 0.00336656412673431 0
"слегка" 0.00677277345072807 0.00986550034529251 0.0296501284838901 0 0.0179423691104173 0 0.0136202669572324 0.0250783699059561 0.00893354493573103 0.0168328206336715 0
"слышал" 0.00677277345072807 0.00986550034529251 0 0 0.00358847382208347 0 0.0181603559429765 0.0159151193633952 0.0215456083744101 0.0168328206336715 0.00908017797148824
"сотня" 0 0 0 0 0.00717694764416694 0 0 0 0.0425657141055419 0.0172536411495133 0
"вскоре" 0.0135455469014561 0.00986550034529251 0.0098833761612967 0 0 0 0 0.0159151193633952 0.0162905819416272 0.021882666823773 0.00908017797148824
"вчера" 0.00677277345072807 0 0 0.0595592614651578 0.0143538952883339 0 0.0136202669572324 0.0154328430190499 0.0147140740117923 0.0227243078554566 0
"должны" 0.0203183203521842 0.019731000690585 0.0098833761612967 0 0.0143538952883339 0 0.0227004449287206 0.0159151193633952 0.0147140740117923 0.0180952821811969 0
"друг" 0.0406366407043684 0.0394620013811701 0.0395335046451868 0 0.0215308429325008 0 0.036320711885953 0.013986013986014 0.0173415872281838 0.00967887186436113 0.0181603559429765
"минут" 0 0.0164425005754875 0 0 0.0107654214662504 0 0.0181603559429765 0.0207378828068483 0.0152395766550706 0.0151495385703044 0.0272405339144647
"тех" 0.0203183203521842 0.02630800092078 0.0098833761612967 0 0.0287077905766677 0.0686813186813187 0.0181603559429765 0.0144682903303593 0.0189180951580186 0.0134662565069372 0
"штокман" 0 0 0 0 0 0 0 0 0.0199691004445752 0.035769743846552 0
"вовсе" 0 0.01315400046039 0 0 0 0 0.00454008898574412 0.0395466602363154 0.00315301585966977 0.0109413334118865 0.0272405339144647
"здесь" 0.088046054859465 0.0427505014962676 0 0 0.0179423691104173 0 0.00908017797148824 0.0125391849529781 0.0189180951580186 0.0109413334118865 0.00908017797148824
"матери" 0.00677277345072807 0.0164425005754875 0.0098833761612967 0.119118522930316 0.0287077905766677 0.137362637362637 0.00908017797148824 0.0188087774294671 0.00945904757900932 0.0185161026970387 0
"сзади" 0 0.0164425005754875 0.0494168808064835 0.0595592614651578 0.0179423691104173 0 0.0454008898574412 0.00819869785387027 0.0225966136609667 0.0134662565069372 0.036320711885953
"терпуг" 0 0 0 0 0 0 0.553890856260783 0 0 0 0
"трех" 0.0270910938029123 0.0164425005754875 0 0 0.0143538952883339 0 0.00454008898574412 0.0154328430190499 0.0152395766550706 0.0176744616653551 0.0454008898574412
"ушел" 0.0135455469014561 0.00657700023019501 0.0197667523225934 0 0.00358847382208347 0 0.036320711885953 0.0125391849529781 0.0204946030878535 0.0172536411495133 0.00908017797148824
"христоня" 0 0 0 0 0 0 0 0 0.0441422220353768 0.015991179601988 0
"всей" 0 0.01315400046039 0.0593002569677802 0 0.0107654214662504 0.137362637362637 0.0136202669572324 0.0178442247407765 0.014188571368514 0.015991179601988 0.00908017797148824
"губами" 0 0 0.0296501284838901 0 0 0 0 0.0207378828068483 0.0173415872281838 0.0176744616653551 0
"наших" 0 0.00986550034529251 0 0 0.053827107331252 0.0686813186813187 0.00908017797148824 0.0168796720520858 0.0115610581521225 0.0155703590861462 0.0544810678289294
"офицеры" 0 0.0164425005754875 0 0.0595592614651578 0.0251193167545843 0 0.00454008898574412 0.00241138172172655 0.0336321691698109 0.0155703590861462 0.00908017797148824
"ох" 0 0 0 0 0.00358847382208347 0 0 0.0159151193633952 0.0131375660819574 0.0248284104346655 0.0272405339144647
"успел" 0.00677277345072807 0 0.0098833761612967 0.119118522930316 0.00717694764416694 0 0.0181603559429765 0.0226669881842296 0.0147140740117923 0.0143078975386208 0.0181603559429765
"шинели" 0 0 0 0 0.00358847382208347 0 0 0.00241138172172655 0.032055661239976 0.0227243078554566 0
"широко" 0 0.00986550034529251 0.0098833761612967 0 0.0107654214662504 0 0.0454008898574412 0.0163973957077405 0.0136630687252357 0.0168328206336715 0.036320711885953
"более" 0.0609549610565527 0.0526160018415601 0.0098833761612967 0 0.0322962643987512 0 0.00908017797148824 0.0154328430190499 0.0115610581521225 0.0122037949594119 0
"видишь" 0 0.0032885001150975 0.0197667523225934 0.0595592614651578 0.00358847382208347 0 0.00454008898574412 0.0197733301181577 0.0204946030878535 0.013887077022779 0.00908017797148824
"повернулся" 0 0 0 0 0.00358847382208347 0 0 0.020255606462503 0.0199691004445752 0.015991179601988 0.00908017797148824
"слов" 0 0.02630800092078 0.0098833761612967 0 0.0107654214662504 0.0686813186813187 0.036320711885953 0.020255606462503 0.014188571368514 0.0113621539277283 0.0272405339144647
"спиной" 0.00677277345072807 0.00657700023019501 0.0197667523225934 0 0.00717694764416694 0 0.00908017797148824 0.0154328430190499 0.0210201057311318 0.0164120001178297 0
"каким" 0 0.019731000690585 0.0395335046451868 0 0.0322962643987512 0.0686813186813187 0.00908017797148824 0.0168796720520858 0.00893354493573103 0.0180952821811969 0.0181603559429765
"коротко" 0 0.00657700023019501 0.0098833761612967 0 0.0143538952883339 0 0.036320711885953 0.0135037376416687 0.0136630687252357 0.0206202052762476 0.00908017797148824
"кричал" 0 0.02630800092078 0.14825064241945 0 0.0358847382208347 0 0.0454008898574412 0.00530503978779841 0.0194435978012969 0.0117829744435701 0
"подтелков" 0 0 0 0 0 0 0 0 0.0625348145501172 0 0
"сама" 0.0135455469014561 0.0295965010358775 0 0 0.00358847382208347 0 0.0136202669572324 0.0168796720520858 0.00840804229245273 0.021882666823773 0.00908017797148824
"вокруг" 0.00677277345072807 0.0032885001150975 0.0395335046451868 0 0.0358847382208347 0 0.0227004449287206 0.0149505666747046 0.0173415872281838 0.013887077022779 0
"вроде" 0.00677277345072807 0.0032885001150975 0 0 0.0215308429325008 0 0.0181603559429765 0.0192910537738124 0.00578052907606125 0.0193577437287223 0.0817216017433942
"двери" 0 0.0230195008056825 0 0 0.00358847382208347 0 0.0227004449287206 0.0221847118398843 0.0189180951580186 0.00967887186436113 0
"жалко" 0 0.00986550034529251 0.0098833761612967 0 0.0179423691104173 0 0.036320711885953 0.0183265010851218 0.00945904757900932 0.0185161026970387 0.00908017797148824
"столом" 0.00677277345072807 0.00657700023019501 0 0 0.0215308429325008 0 0.00454008898574412 0.0188087774294671 0.0162905819416272 0.0155703590861462 0.00908017797148824
"тотчас" 0 0.0295965010358775 0.0098833761612967 0 0.0143538952883339 0 0.0181603559429765 0.0241138172172655 0 0.0210410257920894 0
"шею" 0 0.0164425005754875 0.0098833761612967 0 0.00358847382208347 0 0.0227004449287206 0.0106100795755968 0.0262751321639148 0.0130454359910954 0.0272405339144647
"вешенской" 0 0 0 0 0 0 0 0 0.00840804229245273 0.0425028721000206 0
"оттуда" 0.0270910938029123 0.0164425005754875 0 0 0 0 0.00908017797148824 0.0120569086086327 0.0204946030878535 0.0172536411495133 0.00908017797148824
"случае" 0.00677277345072807 0.0361735012660725 0.0197667523225934 0 0 0 0.0227004449287206 0.013986013986014 0.014188571368514 0.0168328206336715 0.0181603559429765
"сотник" 0 0 0 0 0 0 0.00454008898574412 0 0.0525502643278296 0.00673312825346861 0
"такую" 0.0135455469014561 0.00986550034529251 0.0098833761612967 0 0.0179423691104173 0 0 0.0241138172172655 0.00998455022228762 0.013887077022779 0.036320711885953
"красных" 0 0.0164425005754875 0 0.0595592614651578 0.00358847382208347 0 0.00454008898574412 0.00241138172172655 0.00367851850294807 0.0403987695208117 0
"офицеров" 0 0.00657700023019501 0 0 0 0 0.00454008898574412 0.00289365806607186 0.0325811638832543 0.0185161026970387 0.00908017797148824
"раза" 0.00677277345072807 0.0164425005754875 0.0494168808064835 0 0.00358847382208347 0 0.0227004449287206 0.0217024354955389 0.0110355555088442 0.0117829744435701 0.0454008898574412
"разве" 0.0406366407043684 0.02630800092078 0 0 0.00717694764416694 0 0.0272405339144647 0.0159151193633952 0.00683153436261784 0.0193577437287223 0.0181603559429765
"волосы" 0 0 0.0296501284838901 0 0 0 0.00454008898574412 0.00916325054256089 0.0262751321639148 0.0164120001178297 0.0272405339144647
"места" 0.00677277345072807 0.0460390016113651 0.0197667523225934 0 0.0322962643987512 0 0.0181603559429765 0.0125391849529781 0.0105100528655659 0.0147287180544626 0.036320711885953
"мол" 0.00677277345072807 0.0032885001150975 0.0197667523225934 0.119118522930316 0.0574155811533355 0 0.0181603559429765 0.0168796720520858 0.0105100528655659 0.0122037949594119 0.0454008898574412
"нашего" 0 0.0361735012660725 0.0395335046451868 0 0.122008109950838 0 0.00454008898574412 0.013986013986014 0.00630603171933955 0.00799558980099398 0.0454008898574412
"окна" 0 0.0230195008056825 0 0 0 0 0.0136202669572324 0.0115746322642874 0.0262751321639148 0.0130454359910954 0
"ребята" 0 0.00986550034529251 0.0691836331290769 0.178677784395473 0.0574155811533355 0 0.0272405339144647 0.0101278032312515 0.0157650792983489 0.0113621539277283 0.0181603559429765
"скажу" 0 0.01315400046039 0 0 0.0107654214662504 0 0 0.0284543043163733 0.00788253964917444 0.0143078975386208 0
"улыбкой" 0 0 0 0 0.00717694764416694 0 0.0272405339144647 0.0130214612973234 0.0194435978012969 0.0180952821811969 0
"баб" 0 0 0 0 0.0394732120429181 0 0.0272405339144647 0.0168796720520858 0.0110355555088442 0.0172536411495133 0
"вернулся" 0.0203183203521842 0.00657700023019501 0 0 0.00358847382208347 0 0.0136202669572324 0.0188087774294671 0.0183925925147404 0.0122037949594119 0.0181603559429765
"виду" 0.0135455469014561 0.00986550034529251 0.0197667523225934 0 0.00358847382208347 0 0.0136202669572324 0.026525198938992 0.00998455022228762 0.0113621539277283 0.0181603559429765
"пойду" 0 0.00986550034529251 0 0 0.00717694764416694 0 0.0227004449287206 0.0188087774294671 0.0126120634386791 0.0172536411495133 0
"аксинью" 0 0 0 0 0 0 0 0 0.028377142737028 0.0248284104346655 0
"вами" 0.00677277345072807 0.00986550034529251 0.0197667523225934 0 0.0107654214662504 0 0.0136202669572324 0.0168796720520858 0.0115610581521225 0.0185161026970387 0
"одним" 0.0135455469014561 0.02630800092078 0.0098833761612967 0 0.0107654214662504 0 0.0136202669572324 0.0207378828068483 0.00998455022228762 0.013887077022779 0.00908017797148824
"рублей" 0.365729766339316 0.0789240027623401 0.0197667523225934 0 0.0322962643987512 0 0.0181603559429765 0.00289365806607186 0.00525502643278296 0.00168328206336715 0
"стояли" 0.00677277345072807 0.0164425005754875 0.0098833761612967 0 0.0251193167545843 0 0.0136202669572324 0.00578731613214372 0.0194435978012969 0.0197785642445641 0
"сына" 0.0135455469014561 0.0295965010358775 0.0395335046451868 0 0.0143538952883339 0 0.0181603559429765 0.0096455268869062 0.0152395766550706 0.015991179601988 0.0272405339144647
"здорово" 0 0.00986550034529251 0.0098833761612967 0 0.0215308429325008 0 0.0136202669572324 0.0120569086086327 0.0178670898714621 0.015991179601988 0.0181603559429765
"момент" 0.0135455469014561 0.0032885001150975 0.0098833761612967 0 0.0179423691104173 0 0.0181603559429765 0.0212201591511936 0.0131375660819574 0.0126246154752536 0
"председатель" 0 0 0 0 0 0 0 0.041958041958042 0.00578052907606125 0.00589148722178504 0
"среди" 0.0406366407043684 0.032885001150975 0.0197667523225934 0.119118522930316 0.0322962643987512 0.0686813186813187 0.0272405339144647 0.00916325054256089 0.0115610581521225 0.013887077022779 0.0181603559429765
"вздохнул" 0 0.0032885001150975 0.0197667523225934 0 0.0179423691104173 0 0.0181603559429765 0.0188087774294671 0.014188571368514 0.0134662565069372 0.00908017797148824
"видал" 0 0.0164425005754875 0.0197667523225934 0 0.00717694764416694 0 0.0181603559429765 0.0144682903303593 0.0136630687252357 0.0164120001178297 0.0272405339144647
"глухо" 0 0 0.0197667523225934 0 0.00717694764416694 0.0686813186813187 0.0272405339144647 0.0110923559199421 0.0162905819416272 0.0189369232128805 0.00908017797148824
"деньги" 0.088046054859465 0.0591930020717551 0.0296501284838901 0 0.0179423691104173 0 0.0272405339144647 0.0125391849529781 0.00788253964917444 0.0105205128960447 0
"погоди" 0 0.0032885001150975 0 0 0.00358847382208347 0 0.0317806229002088 0.00530503978779841 0.0268006348071931 0.0168328206336715 0
"поднялся" 0 0.00657700023019501 0.0098833761612967 0.0595592614651578 0.00358847382208347 0 0.0181603559429765 0.0192910537738124 0.0152395766550706 0.0134662565069372 0.00908017797148824
"придется" 0.00677277345072807 0.019731000690585 0 0 0.0179423691104173 0 0.00454008898574412 0.0192910537738124 0.0162905819416272 0.00967887186436113 0.036320711885953
"проговорил" 0 0.00986550034529251 0.0098833761612967 0 0.0143538952883339 0 0.036320711885953 0.0188087774294671 0.00840804229245273 0.0164120001178297 0.00908017797148824
"сегодня" 0.00677277345072807 0.0032885001150975 0 0 0.00358847382208347 0 0 0.0188087774294671 0.0262751321639148 0.00673312825346861 0.0272405339144647
"такого" 0.00677277345072807 0.01315400046039 0 0 0.0143538952883339 0 0.0227004449287206 0.0217024354955389 0.00683153436261784 0.0151495385703044 0.0272405339144647
"утра" 0.0135455469014561 0.00657700023019501 0 0.0595592614651578 0.00717694764416694 0 0.00908017797148824 0.0197733301181577 0.014188571368514 0.0143078975386208 0
"ворот" 0 0.00657700023019501 0 0.0595592614651578 0.0179423691104173 0 0.00454008898574412 0.00771642150952496 0.0241731215908016 0.015991179601988 0.00908017797148824
"глянул" 0 0 0 0 0 0 0 0.0115746322642874 0.0252241268773582 0.015991179601988 0
"давыдову" 0 0 0 0 0 0 0 0.0530503978779841 0 0 0
"донской" 0.0270910938029123 0.02630800092078 0 0.0595592614651578 0.00358847382208347 0.206043956043956 0 0.00192910537738124 0.0194435978012969 0.021882666823773 0
"иногда" 0.0406366407043684 0.0789240027623401 0.0098833761612967 0 0.0179423691104173 0 0.0317806229002088 0.0149505666747046 0.00683153436261784 0.00967887186436113 0
"каких" 0.0135455469014561 0.01315400046039 0.0296501284838901 0 0.0179423691104173 0 0 0.020255606462503 0.0120865607954008 0.0126246154752536 0.00908017797148824
"конец" 0 0 0 0 0.00358847382208347 0 0.00454008898574412 0.0207378828068483 0.0178670898714621 0.0126246154752536 0.00908017797148824
"неделю" 0 0.019731000690585 0.0098833761612967 0 0.0143538952883339 0 0.00908017797148824 0.0135037376416687 0.0120865607954008 0.0189369232128805 0.00908017797148824
"ради" 0.00677277345072807 0.00657700023019501 0.0098833761612967 0 0.00717694764416694 0 0.0227004449287206 0.0197733301181577 0.00840804229245273 0.0176744616653551 0
"самое" 0.0135455469014561 0.02630800092078 0.0098833761612967 0 0.0179423691104173 0 0.0227004449287206 0.0149505666747046 0.0105100528655659 0.0151495385703044 0.0181603559429765
"самой" 0.00677277345072807 0.02630800092078 0.0098833761612967 0.0595592614651578 0.0179423691104173 0 0.0272405339144647 0.0168796720520858 0.00683153436261784 0.0151495385703044 0.036320711885953
"верно" 0.0135455469014561 0.019731000690585 0.0197667523225934 0 0.00358847382208347 0 0.036320711885953 0.0178442247407765 0.00788253964917444 0.015991179601988 0
"едва" 0.0338638672536404 0.0164425005754875 0.0197667523225934 0 0.0107654214662504 0 0.00908017797148824 0.0135037376416687 0.0173415872281838 0.0126246154752536 0.00908017797148824
"место" 0.0203183203521842 0.0164425005754875 0 0 0.0143538952883339 0 0.00454008898574412 0.0163973957077405 0.0183925925147404 0.0100996923802029 0.0272405339144647
"мои" 0.0135455469014561 0.019731000690585 0.0197667523225934 0.0595592614651578 0.0358847382208347 0.0686813186813187 0.00454008898574412 0.0192910537738124 0.00735703700589614 0.00925805134851934 0.0908017797148824
"партии" 0.0270910938029123 0.0032885001150975 0 0 0.00717694764416694 0 0.00454008898574412 0.0390643838919701 0.00683153436261784 0.00294574361089252 0
"плечи" 0 0 0.0098833761612967 0 0.0179423691104173 0 0.00454008898574412 0.0135037376416687 0.0178670898714621 0.0151495385703044 0.036320711885953
"свете" 0 0.00986550034529251 0.0098833761612967 0 0.00717694764416694 0.0686813186813187 0.0272405339144647 0.0192910537738124 0.0136630687252357 0.0113621539277283 0.0272405339144647
"большой" 0 0.01315400046039 0.0197667523225934 0 0.0179423691104173 0 0.0227004449287206 0.0110923559199421 0.0204946030878535 0.0117829744435701 0.0181603559429765
"красноармейцев" 0 0 0 0 0 0 0 0.00144682903303593 0 0.0441861541633878 0
"одном" 0.0270910938029123 0.0230195008056825 0.0098833761612967 0 0.0107654214662504 0.0686813186813187 0.0272405339144647 0.0106100795755968 0.00945904757900932 0.0180952821811969 0.0272405339144647
"особенно" 0.0270910938029123 0.0493275017264626 0.0098833761612967 0.0595592614651578 0.0179423691104173 0.0686813186813187 0.0136202669572324 0.0120569086086327 0.0120865607954008 0.0117829744435701 0.0181603559429765
"казалось" 0.00677277345072807 0.00986550034529251 0 0 0.00358847382208347 0 0.036320711885953 0.0130214612973234 0.0178670898714621 0.013887077022779 0
"осторожно" 0.0135455469014561 0.0032885001150975 0.0296501284838901 0 0.00717694764416694 0 0.0681013347861618 0.0120569086086327 0.00840804229245273 0.0172536411495133 0.0181603559429765
"петра" 0 0.0032885001150975 0 0 0.00358847382208347 0 0 0 0.0252241268773582 0.0239867694029819 0
"базу" 0 0 0 0 0 0 0.00454008898574412 0.0154328430190499 0.0178670898714621 0.0164120001178297 0
"ветром" 0 0 0 0 0 0 0 0.0110923559199421 0.0246986242340799 0.0147287180544626 0.00908017797148824
"вода" 0.0338638672536404 0.01315400046039 0.0197667523225934 0 0.00358847382208347 0 0.0227004449287206 0.00771642150952496 0.0204946030878535 0.013887077022779 0.00908017797148824
"впереди" 0.00677277345072807 0.02630800092078 0.0098833761612967 0.119118522930316 0.0143538952883339 0 0.0136202669572324 0.0048227634434531 0.0210201057311318 0.013887077022779 0.036320711885953
"лушка" 0 0 0 0 0 0 0 0.0511212925006028 0 0 0
"мое" 0.00677277345072807 0.02630800092078 0.0296501284838901 0.0595592614651578 0.0322962643987512 0.0686813186813187 0.00908017797148824 0.0197733301181577 0.00683153436261784 0.0109413334118865 0.00908017797148824
"плохо" 0 0.01315400046039 0.0296501284838901 0 0.0143538952883339 0 0.0136202669572324 0.0173619483964312 0.00893354493573103 0.015991179601988 0.00908017797148824
"торопливо" 0 0.0032885001150975 0 0 0.00717694764416694 0 0.00908017797148824 0.0163973957077405 0.00893354493573103 0.0210410257920894 0
"говорят" 0.094818828310193 0.02630800092078 0.0395335046451868 0 0.0179423691104173 0 0.00454008898574412 0.0144682903303593 0.00525502643278296 0.013887077022779 0
"грудь" 0 0.00657700023019501 0.0197667523225934 0 0.0143538952883339 0 0.0181603559429765 0.00819869785387027 0.0236476189475233 0.0122037949594119 0.0181603559429765
"коней" 0 0 0 0.0595592614651578 0.0179423691104173 0 0 0.00675186882083434 0.0168160845849055 0.0223034873396148 0
"кругом" 0.00677277345072807 0.0460390016113651 0.0395335046451868 0.0595592614651578 0.0287077905766677 0.0686813186813187 0.0408608008716971 0.0115746322642874 0.00788253964917444 0.00967887186436113 0.0454008898574412
"неподалеку" 0.00677277345072807 0.00657700023019501 0.0098833761612967 0.0595592614651578 0 0 0 0.00578731613214372 0.0168160845849055 0.021882666823773 0.036320711885953
"огонь" 0 0.0032885001150975 0.0098833761612967 0 0.00358847382208347 0 0 0.0048227634434531 0.0210201057311318 0.021882666823773 0
"пальцы" 0 0 0.0098833761612967 0 0.00358847382208347 0 0.0136202669572324 0.0159151193633952 0.0204946030878535 0.0113621539277283 0.00908017797148824
"полу" 0 0 0 0 0.0143538952883339 0 0 0.013986013986014 0.0183925925147404 0.0147287180544626 0.0181603559429765
"точно" 0 0.0526160018415601 0.0395335046451868 0.119118522930316 0.0681810026195859 0 0.0726414237719059 0.00675186882083434 0.0105100528655659 0.00504984619010146 0.0181603559429765
"хватит" 0.00677277345072807 0.00657700023019501 0 0 0 0 0.00454008898574412 0.0188087774294671 0.00367851850294807 0.021882666823773 0.0272405339144647
"речь" 0.00677277345072807 0.01315400046039 0 0.0595592614651578 0.0107654214662504 0.137362637362637 0.00454008898574412 0.0168796720520858 0.0115610581521225 0.0143078975386208 0.00908017797148824
"своими" 0.0135455469014561 0.0427505014962676 0 0 0.00717694764416694 0 0.0136202669572324 0.0183265010851218 0.00735703700589614 0.0130454359910954 0.00908017797148824
"силой" 0 0 0.0098833761612967 0 0.00358847382208347 0 0.0181603559429765 0.0120569086086327 0.0157650792983489 0.0176744616653551 0.00908017797148824
"смерть" 0.0135455469014561 0 0 0.0595592614651578 0 0 0 0.00771642150952496 0.0136630687252357 0.0235659488871401 0.0272405339144647
"стороне" 0.00677277345072807 0.01315400046039 0.0197667523225934 0 0.0179423691104173 0 0.00908017797148824 0.00675186882083434 0.0147140740117923 0.0189369232128805 0.0272405339144647
"тишина" 0 0.00986550034529251 0.0395335046451868 0 0 0 0.00454008898574412 0.0120569086086327 0.0126120634386791 0.0189369232128805 0.0181603559429765
"товарищи" 0.0203183203521842 0 0.0098833761612967 0.0595592614651578 0 0 0 0.0192910537738124 0.00788253964917444 0.0168328206336715 0.036320711885953
"трое" 0 0.00657700023019501 0.0098833761612967 0 0.0107654214662504 0 0.00908017797148824 0.0110923559199421 0.0136630687252357 0.0185161026970387 0.0272405339144647
"белые" 0 0.02630800092078 0.0296501284838901 0 0.00358847382208347 0 0.00454008898574412 0.00771642150952496 0.0131375660819574 0.0185161026970387 0.0454008898574412
"густо" 0.0135455469014561 0 0 0 0 0 0 0.0110923559199421 0.0215456083744101 0.0151495385703044 0.00908017797148824
"детей" 0.0135455469014561 0.01315400046039 0.0098833761612967 0 0.0179423691104173 0 0 0.0115746322642874 0.00998455022228762 0.0201993847604058 0
"зубами" 0 0.0032885001150975 0.0197667523225934 0 0.00717694764416694 0 0.00908017797148824 0.0154328430190499 0.0178670898714621 0.0122037949594119 0.00908017797148824
"крови" 0.00677277345072807 0 0 0 0.00358847382208347 0 0 0.0110923559199421 0.0157650792983489 0.0193577437287223 0.0181603559429765
"некогда" 0 0.0032885001150975 0.0098833761612967 0 0.00358847382208347 0.137362637362637 0.00908017797148824 0.0197733301181577 0.00525502643278296 0.0180952821811969 0.0181603559429765
"плечами" 0 0.0032885001150975 0.0296501284838901 0 0.0143538952883339 0 0 0.0144682903303593 0.0173415872281838 0.0130454359910954 0.00908017797148824
"деда" 0 0.0032885001150975 0.0098833761612967 0 0.0287077905766677 0 0 0.0212201591511936 0.0115610581521225 0.0109413334118865 0
"дней" 0.0474094141550965 0.0032885001150975 0 0 0.0107654214662504 0 0 0.0125391849529781 0.0173415872281838 0.0134662565069372 0
"конце" 0.0135455469014561 0.00657700023019501 0.0098833761612967 0 0.0322962643987512 0 0.0227004449287206 0.0115746322642874 0.0157650792983489 0.0113621539277283 0.0181603559429765
"ладонью" 0 0.0032885001150975 0 0 0.00717694764416694 0 0.00908017797148824 0.0183265010851218 0.0173415872281838 0.0105205128960447 0.00908017797148824
"леса" 0.14222824246529 0.00657700023019501 0.0494168808064835 0 0.0179423691104173 0 0 0.00337593441041717 0.0178670898714621 0.0113621539277283 0.00908017797148824
"махнул" 0 0.00986550034529251 0 0 0.00358847382208347 0 0.00454008898574412 0.013986013986014 0.0225966136609667 0.0105205128960447 0
"понял" 0 0 0 0.0595592614651578 0 0 0 0.0110923559199421 0.0189180951580186 0.0164120001178297 0.0272405339144647
"самый" 0.0203183203521842 0.0361735012660725 0.0296501284838901 0.119118522930316 0.0574155811533355 0 0.0227004449287206 0.0135037376416687 0.00735703700589614 0.00799558980099398 0.00908017797148824
"советской" 0 0 0 0 0 0 0 0.0226669881842296 0.00105100528655659 0.0223034873396148 0
"спустя" 0 0 0 0 0.00358847382208347 0 0 0.00868097419821558 0.0183925925147404 0.0197785642445641 0.00908017797148824
"трошки" 0 0 0 0 0 0 0 0.0183265010851218 0.0110355555088442 0.0180952821811969 0
"шесть" 0.0338638672536404 0.019731000690585 0.0098833761612967 0 0.0215308429325008 0 0.0317806229002088 0.0115746322642874 0.0120865607954008 0.0100996923802029 0.0544810678289294
"щеки" 0.00677277345072807 0 0 0 0 0 0.00908017797148824 0.0106100795755968 0.0168160845849055 0.0180952821811969 0.0181603559429765
"десять" 0.0541821876058246 0.019731000690585 0.0098833761612967 0 0.00717694764416694 0 0.00454008898574412 0.0163973957077405 0.00893354493573103 0.0109413334118865 0.0544810678289294
"достал" 0 0.00657700023019501 0 0 0.0107654214662504 0 0.00908017797148824 0.0149505666747046 0.0131375660819574 0.0151495385703044 0.0181603559429765
"затем" 0.00677277345072807 0.0723470025321451 0.0296501284838901 0 0.0143538952883339 0 0.0136202669572324 0.0159151193633952 0.00472952378950466 0.0109413334118865 0
"казакам" 0.00677277345072807 0.01315400046039 0 0 0.00717694764416694 0 0 0.0048227634434531 0.0173415872281838 0.0214618463079312 0
"колени" 0.00677277345072807 0.00657700023019501 0.0197667523225934 0.0595592614651578 0.00358847382208347 0 0.0227004449287206 0.0154328430190499 0.00893354493573103 0.0155703590861462 0.0272405339144647
"которой" 0.00677277345072807 0.032885001150975 0.0197667523225934 0.119118522930316 0.0287077905766677 0.0686813186813187 0.0454008898574412 0.0106100795755968 0.00998455022228762 0.0109413334118865 0
"спине" 0 0.00657700023019501 0 0 0.0179423691104173 0 0.00454008898574412 0.0154328430190499 0.0189180951580186 0.0100996923802029 0.00908017797148824
