Source,Target,Type,Id,Label,timeset,Weight,expected collocate frequency,no.,observed collocate frequency,total no. in whole corpus,in no. of texts
grave,sepulchre,Directed,2268,,,7.006,0.094,11,12,14721,11
grave,sage,Directed,2267,,,7.247,0.086,10,13,13490,8
grave,dampn,Directed,2266,,,8.63,0.01,9,4,1594,1
grave,erne,Directed,2265,,,9.051,0.008,8,4,1192,4
grave,achylle,Directed,2264,,,10.129,0.003,7,3,425,2
grave,resurreccion,Directed,2263,,,10.373,0.004,6,5,599,5
grave,dych,Directed,2262,,,10.763,0.002,5,3,275,2
grave,iabe,Directed,2261,,,11.017,0.002,4,3,231,3
grave,resurreccyon,Directed,2260,,,11.136,0.001,3,3,213,2
grave,tuball,Directed,2259,,,12.399,0.001,2,6,181,3
grave,grauate,Directed,2258,,,14.763,0,1,3,20,3
lack,learning,Directed,2257,,,4.425,1.117,50,24,74619,19
lack,lack,Directed,2256,,,4.447,0.459,49,10,30631,6
lack,miss,Directed,2255,,,4.569,0.337,48,8,22526,6
lack,meat,Directed,2254,,,4.621,1.748,47,43,116730,30
lack,aide,Directed,2253,,,4.65,0.159,46,4,10644,1
lack,manhood,Directed,2252,,,4.895,0.135,44,4,8982,2
lack,mete,Directed,2251,,,4.936,0.229,43,7,15282,6
lack,digestion,Directed,2250,,,5.424,0.163,42,7,10900,5
lack,syllable,Directed,2249,,,5.449,0.138,41,6,9182,2
lack,concoction,Directed,2248,,,5.514,0.088,40,4,5850,3
lack,default,Directed,2247,,,5.646,0.24,39,12,16020,9
lack,gear,Directed,2246,,,5.83,0.053,38,3,3525,3
lack,governance,Directed,2245,,,5.872,0.068,37,4,4565,4
lack,rudeness,Directed,2244,,,5.995,0.063,36,4,4192,3
lack,sustenance,Directed,2243,,,6.321,0.088,35,7,5854,7
lack,lyghte,Directed,2242,,,6.466,0.034,34,3,2270,3
lack,condign,Directed,2241,,,6.503,0.044,33,4,2949,2
lack,tus,Directed,2240,,,6.878,0.026,32,3,1707,2
lack,sucker,Directed,2239,,,6.896,0.025,31,3,1685,3
lack,audacity,Directed,2238,,,7.199,0.021,30,3,1367,3
lack,auctoryte,Directed,2237,,,7.265,0.02,29,3,1306,2
lack,thylke,Directed,2236,,,7.444,0.017,28,3,1154,1
lack,advisement,Directed,2235,,,7.456,0.017,27,3,1144,1
lack,nedy,Directed,2234,,,7.562,0.016,26,3,1063,2
lack,experi,Directed,2233,,,7.658,0.015,25,3,995,3
lack,peryshe,Directed,2232,,,7.784,0.014,24,3,912,2
lack,knoweledge,Directed,2231,,,7.878,0.013,23,3,855,3
lack,verbe,Directed,2230,,,7.975,0.02,22,5,1332,3
lack,fayeth,Directed,2229,,,8.186,0.01,21,3,691,2
lack,wodde,Directed,2228,,,8.255,0.01,20,3,659,3
lack,deliquium,Directed,2227,,,8.442,0.012,19,4,772,2
lack,belefe,Directed,2226,,,8.499,0.019,18,7,1299,4
lack,suffyse,Directed,2225,,,8.53,0.008,17,3,545,3
lack,uo,Directed,2224,,,8.883,0.019,16,9,1282,1
lack,fode,Directed,2223,,,9.124,0.013,15,7,845,7
lack,perysshe,Directed,2222,,,9.259,0.007,14,4,440,4
lack,dyscrecyon,Directed,2221,,,9.808,0.005,13,4,302,4
lack,cheryte,Directed,2220,,,10.02,0.003,12,3,196,2
lack,vitayle,Directed,2219,,,10.231,0.006,11,7,396,5
lack,bylyefe,Directed,2218,,,10.541,0.004,10,6,275,4
lack,knowelege,Directed,2217,,,10.544,0.003,9,4,183,3
lack,capacite,Directed,2216,,,10.59,0.002,8,3,133,2
lack,knowleage,Directed,2215,,,10.601,0.004,7,6,264,2
lack,egen,Directed,2214,,,10.742,0.002,6,4,160,2
lack,vocatyf,Directed,2213,,,11.327,0.001,5,3,81,2
lack,vytayll,Directed,2212,,,11.546,0.001,4,3,70,2
lack,supyne,Directed,2211,,,12.912,0.001,3,6,58,3
lack,vytaile,Directed,2210,,,13.153,0,2,3,25,2
lack,uoca.,Directed,2209,,,17.612,0,1,3,4,1
clerk,item,Directed,2208,,,7.512,0.335,50,61,34341,4
clerk,beau,Directed,2207,,,7.638,0.02,49,4,2063,1
clerk,tech,Directed,2206,,,7.656,0.02,48,4,2037,4
clerk,englonde,Directed,2205,,,7.659,0.025,47,5,2542,4
clerk,labore,Directed,2204,,,7.715,0.014,46,3,1467,2
clerk,chaucer,Directed,2203,,,7.769,0.014,45,3,1413,3
clerk,intestate,Directed,2202,,,7.891,0.013,44,3,1299,1
clerk,erasmus,Directed,2201,,,7.906,0.084,43,20,8571,15
clerk,rycharde,Directed,2200,,,8.037,0.011,42,3,1174,3
clerk,hight,Directed,2199,,,8.254,0.01,41,3,1011,3
clerk,offycer,Directed,2198,,,8.482,0.011,40,4,1151,3
clerk,mittimus,Directed,2197,,,8.574,0.011,39,4,1080,4
clerk,mynyster,Directed,2196,,,8.663,0.007,38,3,762,2
clerk,langton,Directed,2195,,,8.719,0.007,37,3,733,3
clerk,benefyce,Directed,2194,,,9.036,0.006,36,3,589,3
clerk,origene,Directed,2193,,,9.37,0.011,35,7,1092,4
clerk,shyre,Directed,2192,,,9.728,0.012,34,10,1219,4
clerk,preeste,Directed,2191,,,9.778,0.014,33,12,1414,10
clerk,sayn,Directed,2190,,,9.984,0.004,32,4,409,2
clerk,relygyous,Directed,2189,,,10.107,0.008,31,9,846,4
clerk,chaunceler,Directed,2188,,,10.259,0.003,30,3,254,3
clerk,calistus,Directed,2187,,,10.312,0.002,29,3,245,3
clerk,ouide,Directed,2186,,,10.423,0.002,28,3,227,1
clerk,nre,Directed,2185,,,10.43,0.002,27,3,226,1
clerk,seculer,Directed,2184,,,10.447,0.009,26,13,968,7
clerk,oxenforde,Directed,2183,,,10.661,0.002,25,3,193,2
clerk,redeth,Directed,2182,,,10.684,0.002,24,3,190,3
clerk,sheryf,Directed,2181,,,10.839,0.002,23,3,171,1
clerk,ordynary,Directed,2180,,,10.918,0.002,22,3,162,2
clerk,psent,Directed,2179,,,10.979,0.003,21,5,259,1
clerk,callen,Directed,2178,,,11.208,0.001,20,3,133,2
clerk,ouyde,Directed,2177,,,11.703,0.001,19,4,127,2
clerk,pryuylege,Directed,2176,,,11.878,0.001,18,4,113,2
clerk,baldok,Directed,2175,,,12.3,0.001,17,3,64,3
clerk,pandulf,Directed,2174,,,12.476,0.001,16,3,57,3
clerk,vycare,Directed,2173,,,12.476,0.001,15,4,76,1
clerk,shyryff,Directed,2172,,,12.587,0.001,14,3,53,1
clerk,roterodame,Directed,2171,,,12.891,0.001,13,4,58,3
clerk,walsshe,Directed,2170,,,12.983,0,12,3,41,3
clerk,esglis,Directed,2169,,,13.154,0.001,11,4,49,1
clerk,clerke,Directed,2168,,,13.231,0.001,10,6,70,2
clerk,ordynatly,Directed,2167,,,13.231,0,9,3,35,3
clerk,thentre,Directed,2166,,,13.568,0.001,8,9,85,4
clerk,vniuersyte,Directed,2165,,,13.707,0,7,3,26,3
clerk,shyref,Directed,2164,,,14.891,0,6,8,35,1
clerk,totte,Directed,2163,,,16.267,0,5,10,23,4
clerk,hanaper.,Directed,2162,,,16.323999,0,4,4,9,4
clerk,pyllyd,Directed,2161,,,16.646,0,3,3,6,2
clerk,pylled,Directed,2160,,,16.712999,0,2,22,43,3
clerk,vndershyref,Directed,2159,,,17.868,0,1,7,10,1
science,quiet,Directed,2158,,,3.377,0.577,50,6,65216,6
science,m,Directed,2157,,,3.411,1.034,49,11,116786,10
science,sometime,Directed,2156,,,3.6,0.495,48,6,55886,6
science,knowledge,Directed,2155,,,3.624,2.514,47,31,283950,25
science,faculty,Directed,2154,,,3.641,0.481,46,6,54318,5
science,study,Directed,2153,,,3.7,0.846,45,11,95603,10
science,ben,Directed,2152,,,3.728,0.528,44,7,59668,7
science,learning,Directed,2151,,,3.768,0.661,43,9,74619,9
science,wisdom,Directed,2150,,,3.779,2.041,42,28,230471,22
science,prudence,Directed,2149,,,4.047,0.303,41,5,34172,4
science,art,Directed,2148,,,4.225,3.155,40,59,356397,32
science,physic,Directed,2147,,,4.52,0.305,39,7,34467,6
science,science,Directed,2146,,,4.626,0.243,38,6,27460,3
science,cunning,Directed,2145,,,4.759,0.259,37,7,29208,6
science,learn,Directed,2144,,,4.773,1.939,36,53,219045,34
science,philosophy,Directed,2143,,,5.277,0.361,34,14,40801,10
science,troubled,Directed,2142,,,5.321,0.125,33,5,14137,5
science,human,Directed,2141,,,5.348,0.197,32,8,22198,2
science,erroneous,Directed,2140,,,5.408,0.141,31,6,15970,1
science,unfeigned,Directed,2139,,,5.611,0.061,30,3,6938,2
science,feat,Directed,2138,,,5.754,0.074,29,4,8378,4
science,husbandry,Directed,2137,,,5.956,0.081,28,5,9102,1
science,con,Directed,2136,,,6.211,0.162,27,12,18303,11
science,dame,Directed,2135,,,6.401,0.13,26,11,14708,2
science,unquiet,Directed,2134,,,6.496,0.044,25,4,5008,4
science,delectable,Directed,2133,,,6.51,0.033,24,3,3722,2
science,expert,Directed,2132,,,7.361,0.085,23,14,9633,13
science,spyryte,Directed,2131,,,7.6,0.016,22,3,1750,1
science,craft,Directed,2130,,,7.66,0.154,21,31,17341,21
science,liberal,Directed,2129,,,7.662,0.183,20,37,20666,24
science,c,Directed,2128,,,7.757,2.635,19,569,297563,158
science,astronomy,Directed,2127,,,7.867,0.039,18,9,4363,6
science,humayne,Directed,2126,,,8.403,0.009,17,3,1004,2
science,perfyte,Directed,2125,,,8.436,0.015,16,5,1636,5
science,dyuyne,Directed,2124,,,8.482,0.008,15,3,951,2
science,sapience,Directed,2123,,,8.832,0.011,14,5,1244,5
science,hyghnesse,Directed,2122,,,9.629,0.004,13,3,431,2
science,scyence,Directed,2121,,,9.659,0.004,12,3,422,2
science,diuyne,Directed,2120,,,9.715,0.006,11,5,677,2
science,gyfte,Directed,2119,,,9.992,0.023,10,23,2574,5
science,physick,Directed,2118,,,10.615,0.002,9,3,219,2
science,dyuine,Directed,2117,,,10.663,0.002,8,3,212,3
science,virtew,Directed,2116,,,10.961,0.002,7,3,173,1
science,astronomye,Directed,2115,,,11.521,0.002,6,7,276,5
science,physyke,Directed,2114,,,12.127,0.001,5,4,105,4
science,payntynge,Directed,2113,,,12.589,0.001,4,3,58,1
science,conynge,Directed,2112,,,14.085,0,3,6,45,3
science,speculatyue,Directed,2111,,,14.122,0,2,3,22,3
science,nathomy,Directed,2110,,,15.785,0,1,4,12,1
craft,practyse,Directed,2109,,,8.737,0.007,50,3,660,3
craft,couth,Directed,2108,,,8.767,0.009,49,4,862,2
craft,conning,Directed,2107,,,9.118,0.007,48,4,677,4
craft,eloqu,Directed,2106,,,9.157,0.005,47,3,494,3
craft,fende,Directed,2105,,,9.225,0.008,46,5,786,1
craft,vauntage,Directed,2104,,,9.325,0.005,45,3,440,2
craft,exercyse,Directed,2103,,,9.349,0.005,44,3,433,3
craft,lere,Directed,2102,,,9.393,0.006,43,4,560,3
craft,sleyght,Directed,2101,,,9.863,0.003,42,3,304,3
craft,remeue,Directed,2100,,,10.036,0.004,41,4,360,4
craft,engyne,Directed,2099,,,10.468,0.003,40,4,268,4
craft,gyle,Directed,2098,,,10.485,0.011,39,15,993,9
craft,ingyne,Directed,2097,,,10.535,0.003,38,4,256,2
craft,handy,Directed,2096,,,10.542,0.02,37,30,1910,25
craft,deceate,Directed,2095,,,10.629,0.002,36,3,180,3
craft,hydeth,Directed,2094,,,10.671,0.004,35,6,350,3
craft,pollicye,Directed,2093,,,10.679,0.003,34,4,232,2
craft,occupati,Directed,2092,,,10.685,0.003,33,4,231,3
craft,engyn,Directed,2091,,,10.689,0.003,32,5,288,2
craft,wardeyn,Directed,2090,,,10.744,0.002,31,4,222,3
craft,shypman,Directed,2089,,,10.897,0.002,30,3,150,3
craft,smythe,Directed,2088,,,10.988,0.002,29,3,141,2
craft,disceite,Directed,2087,,,11.031,0.002,28,3,137,3
craft,wytch,Directed,2086,,,11.178,0.001,27,3,124,3
craft,cheualry,Directed,2085,,,11.291,0.003,26,7,268,1
craft,scyence,Directed,2084,,,11.417,0.005,25,12,422,6
craft,dyscyplyne,Directed,2083,,,11.439,0.001,24,3,104,2
craft,polycye,Directed,2082,,,11.459,0.002,23,5,171,4
craft,wylye,Directed,2081,,,11.512,0.001,22,4,132,4
craft,occupacyon,Directed,2080,,,11.593,0.003,21,8,250,7
craft,witche,Directed,2079,,,11.812,0.002,20,6,162,6
craft,wytche,Directed,2078,,,11.912,0.001,19,4,101,4
craft,communer,Directed,2077,,,12.031,0.001,18,3,70,3
craft,sotle,Directed,2076,,,12.036,0.001,17,4,93,2
craft,payntynge,Directed,2075,,,12.316,0.001,16,3,58,1
craft,weue,Directed,2074,,,12.482,0.001,15,3,52,3
craft,shomaker,Directed,2073,,,12.512,0.001,14,3,51,3
craft,falsed,Directed,2072,,,12.621,0.001,13,6,95,1
craft,poysonynge,Directed,2071,,,13.097,0,12,3,35,3
craft,subtylte,Directed,2070,,,13.374,0.002,11,15,147,9
craft,subtyltie,Directed,2069,,,13.512,0.001,10,6,54,4
craft,subteltye,Directed,2068,,,13.512,0,9,4,36,4
craft,handye,Directed,2067,,,13.553,0.001,8,9,79,7
craft,apotecary,Directed,2066,,,13.573,0,7,3,26,1
craft,grauynge,Directed,2065,,,13.638,0,6,3,25,2
craft,subtylty,Directed,2064,,,14.512,0,5,4,20,2
craft,weuynge,Directed,2063,,,14.927,0,4,3,12,3
craft,cordyner,Directed,2062,,,15.29,0,3,3,10,1
craft,bakynge,Directed,2061,,,15.374,0,2,5,16,3
craft,apoticarye,Directed,2060,,,16.097,0,1,3,7,2
expert,good,Directed,2059,,,1.66,5.379,43,17,2105073,14
expert,many,Directed,2058,,,2.013,3.468,41,14,1357014,13
expert,very,Directed,2057,,,2.501,3.003,39,17,1175292,17
expert,art,Directed,2056,,,2.942,0.911,38,7,356397,6
expert,man,Directed,2055,,,3.065,10.154,37,85,3973824,29
expert,most,Directed,2054,,,3.612,3.272,36,40,1280289,30
expert,well,Directed,2053,,,3.72,2.808,35,37,1098957,27
expert,right,Directed,2052,,,4.115,1.27,34,22,496869,16
expert,master,Directed,2051,,,4.205,0.651,33,12,254556,6
expert,learned,Directed,2050,,,4.474,0.27,32,6,105664,3
expert,therein,Directed,2049,,,4.714,0.457,31,12,178979,10
expert,learn,Directed,2048,,,4.837,0.56,30,16,219045,16
expert,captain,Directed,2047,,,5.186,0.247,29,9,96779,5
expert,wise,Directed,2046,,,5.239,0.689,27,26,269485,20
expert,knight,Directed,2045,,,5.249,0.316,26,12,123535,3
expert,war,Directed,2044,,,5.392,0.834,25,35,326242,14
expert,subtle,Directed,2043,,,5.406,0.094,24,4,36916,3
expert,co,Directed,2042,,,5.414,0.07,23,3,27542,3
expert,ben,Directed,2041,,,5.521,0.153,22,7,59668,5
expert,lawyer,Directed,2040,,,5.542,0.064,21,3,25200,2
expert,prudent,Directed,2039,,,5.598,0.062,20,3,24249,3
expert,cunning,Directed,2038,,,21.702,0.318,25,80,29208,56
expert,physician,Directed,2037,,,18.237,0.792,43,60,72786,53
expert,arm,Directed,2036,,,5.763,0.645,17,35,252246,7
expert,philosopher,Directed,2035,,,6.086,0.074,16,5,28819,4
expert,valiant,Directed,2034,,,20.02,0.437,34,48,40120,36
expert,martial,Directed,2033,,,21.187,0.168,32,23,15426,19
expert,eloquent,Directed,2032,,,19.48,0.086,48,6,7878,5
expert,squire,Directed,2031,,,7.266,0.02,12,3,7632,2
expert,poetry,Directed,2030,,,7.366,0.024,11,4,9494,4
expert,sage,Directed,2029,,,19.9,0.147,44,11,13490,10
expert,science,Directed,2028,,,20.415,0.299,41,25,27460,24
expert,astronomy,Directed,2027,,,8.073,0.011,8,3,4363,3
expert,feat,Directed,2026,,,24.096,0.091,23,23,8378,21
expert,curate,Directed,2025,,,22.128,0.077,33,9,7056,9
expert,warrior,Directed,2024,,,27.259,0.05,13,34,4589,23
expert,capitaine,Directed,2023,,,28.118999,0.009,17,4,820,4
expert,capitayne,Directed,2022,,,11.636,0.001,3,3,372,3
expert,warryour,Directed,2021,,,13.941,0.001,2,8,207,2
expert,physycyen,Directed,2020,,,14.034,0,1,3,73,2
musician,also,Directed,2019,,,4.188,0.165,3,3,1433693,3
musician,excellent,Directed,2018,,,7.808,0.018,2,4,155496,4
musician,cunning,Directed,2017,,,10.221,0.003,1,4,29208,4
lyghte,world,Directed,2016,,,1.893,5.923,50,22,961033,16
lyghte,give,Directed,2015,,,2.145,11.305,49,50,1834214,28
lyghte,truth,Directed,2014,,,2.267,3.325,48,16,539384,15
lyghte,bring,Directed,2013,,,2.34,4.939,47,25,801326,24
lyghte,light,Directed,2012,,,2.373,2.703,46,14,438467,11
lyghte,fire,Directed,2011,,,2.382,1.918,45,10,311253,10
lyghte,holy,Directed,2010,,,2.461,4.359,44,24,707148,5
lyghte,receive,Directed,2009,,,2.507,3.695,43,21,599527,8
lyghte,very,Directed,2008,,,2.536,7.244,42,42,1175292,11
lyghte,gospel,Directed,2007,,,2.852,1.801,41,13,292189,8
lyghte,above,Directed,2006,,,2.861,2.203,40,16,357396,3
lyghte,se,Directed,2005,,,2.974,1.146,39,9,185872,4
lyghte,grace,Directed,2004,,,3.125,3.553,38,31,576461,11
lyghte,th,Directed,2003,,,3.17,1.111,37,10,180298,4
lyghte,walk,Directed,2002,,,3.175,0.996,36,9,161647,8
lyghte,everlasting,Directed,2001,,,3.532,0.605,35,7,98168,5
lyghte,glorious,Directed,2000,,,3.654,0.795,34,10,128904,3
lyghte,perfect,Directed,1999,,,3.699,1.155,33,15,187382,2
lyghte,clear,Directed,1998,,,3.966,1.088,32,17,176561,13
lyghte,lack,Directed,1997,,,4.405,0.189,31,4,30631,3
lyghte,bright,Directed,1996,,,4.521,0.261,30,6,42403,5
lyghte,armour,Directed,1995,,,4.567,0.169,29,4,27377,4
lyghte,hit,Directed,1994,,,4.899,0.134,28,4,21756,4
lyghte,shine,Directed,1993,,,5.126,0.458,27,16,74347,14
lyghte,darkness,Directed,1992,,,5.43,0.626,26,27,101622,22
lyghte,cunning,Directed,1991,,,5.644,0.18,24,9,29208,1
lyghte,torch,Directed,1990,,,6,0.047,23,3,7606,3
lyghte,candle,Directed,1989,,,6.15,0.127,22,9,20570,7
lyghte,digestion,Directed,1988,,,6.218,0.067,21,5,10900,5
lyghte,clearness,Directed,1987,,,6.273,0.039,20,3,6295,3
lyghte,lighten,Directed,1986,,,6.59,0.042,19,4,6740,3
lyghte,fro,Directed,1985,,,6.709,0.191,18,20,31041,6
lyghte,lantern,Directed,1984,,,6.828,0.026,17,3,4287,3
lyghte,lux,Directed,1983,,,7.211,0.02,16,3,3288,1
lyghte,ghostly,Directed,1982,,,7.401,0.047,15,8,7686,4
lyghte,credence,Directed,1981,,,7.627,0.02,14,4,3287,4
lyghte,lightening,Directed,1980,,,8.654,0.008,13,3,1211,2
lyghte,candel,Directed,1979,,,9.203,0.005,12,3,829,3
lyghte,chyldr,Directed,1978,,,9.229,0.005,11,3,814,3
lyghte,lyghte,Directed,1977,,,9.488,0.014,10,10,2270,3
lyghte,depryue,Directed,1976,,,10.485,0.004,9,5,571,2
lyghte,endele,Directed,1975,,,10.635,0.002,8,3,309,2
lyghte,dyscrecyon,Directed,1974,,,10.669,0.002,7,3,302,1
lyghte,clerene,Directed,1973,,,10.713,0.002,6,3,293,3
lyghte,mynystr,Directed,1972,,,11.22,0.001,5,3,207,1
lyghte,darckenesse,Directed,1971,,,11.377,0.001,4,3,186,3
lyghte,parfeccyon,Directed,1970,,,12.54,0.001,3,4,113,1
lyghte,intelleccyon,Directed,1969,,,13.664,0.001,2,8,108,1
lyghte,feythe,Directed,1968,,,14.289,0.003,1,56,510,1
cunning,good,Directed,1967,,,2.066,3.583,22,15,2105073,13
cunning,also,Directed,1966,,,2.173,2.44,21,11,1433693,8
cunning,man,Directed,1965,,,6.548,5.623,26,25,51997,21
cunning,most,Directed,1964,,,2.336,2.179,19,11,1280289,10
cunning,than,Directed,1963,,,2.491,1.601,18,9,940804,8
cunning,master,Directed,1962,,,3.529,0.433,16,5,254556,5
cunning,wisdom,Directed,1961,,,3.672,0.392,15,5,230471,4
cunning,wise,Directed,1960,,,3.932,0.459,14,7,269485,7
cunning,virtue,Directed,1959,,,4.15,0.507,13,9,297822,8
cunning,learn,Directed,1958,,,4.231,0.373,12,7,219045,7
cunning,knowledge,Directed,1957,,,4.509,0.483,11,11,283950,9
cunning,grave,Directed,1956,,,4.697,0.154,10,4,90601,3
cunning,lack,Directed,1955,,,6.262,0.052,8,4,30631,4
cunning,cunning,Directed,1954,,,6.331,0.05,7,4,29208,1
cunning,clerk,Directed,1953,,,6.816,0.036,6,4,20869,3
cunning,science,Directed,1952,,,7.227,0.047,5,7,27460,6
cunning,craft,Directed,1951,,,39.170001,0.01,3,4,93,4
cunning,expert,Directed,1950,,,24.574999,0.252,16,80,9633,56
cunning,musician,Directed,1949,,,22.538,0.149,42,18,5688,15
cunning,lyghte,Directed,1948,,,11.192,0.004,1,9,2270,1
cunning,woorkemanshyp,Directed,746,,,28.444,0,1,3,9,3
cunning,surgian,Directed,747,,,22.9,0.001,2,3,44,3
cunning,workmanshyp,Directed,748,,,22.761999,0.001,3,3,46,3
cunning,craftesman,Directed,749,,,21.620001,0.004,4,7,156,7
cunning,clerkis,Directed,750,,,21.434,0.011,5,17,403,5
cunning,workmaster,Directed,751,,,20.48,0.004,6,5,163,5
cunning,skilfulnesse,Directed,752,,,20.356001,0.004,7,4,136,4
cunning,darrels,Directed,753,,,20.056,0.005,8,5,188,1
cunning,crafts-man,Directed,754,,,37.996,0.008,16,4,157,3
cunning,lapidary,Directed,755,,,36.127998,0.02,31,6,307,5
cunning,workm,Directed,756,,,19.006001,0.004,11,3,161,3
cunning,sleight,Directed,757,,,51.253999,0.146,48,31,2257,28
cunning,phisicion,Directed,758,,,17.004,0.02,13,7,745,7
cunning,artificer,Directed,759,,,32.024,0.321,40,65,6439,55
cunning,skilfull,Directed,760,,,16.646,0.009,15,3,361,3
cunning,workman,Directed,762,,,46.838,0.02,13,3,181,2
cunning,apelles,Directed,763,,,16.278,0.025,18,7,956,5
cunning,necromancer,Directed,764,,,16.02,0.016,19,4,597,3
cunning,knack,Directed,765,,,15.984,0.04,20,10,1511,6
cunning,enchantress,Directed,766,,,15.898,0.012,21,3,467,3
cunning,skyll,Directed,767,,,15.828,0.017,22,4,638,4
cunning,dedalus,Directed,768,,,31.578,0.025,32,6,498,6
cunning,leach,Directed,769,,,15.576,0.023,24,5,870,5
cunning,work-man,Directed,770,,,47.006001,0.048,43,12,733,9
cunning,archer,Directed,771,,,15.154,0.116,26,22,4425,18
cunning,fencer,Directed,772,,,48.157999,0.054,41,14,835,13
cunning,adulation,Directed,773,,,14.962,0.017,28,3,645,1
cunning,painter,Directed,774,,,30.118,0.357,45,68,7145,51
cunning,workmanship,Directed,775,,,14.864,0.198,30,34,7562,29
cunning,amphion,Directed,776,,,14.822,0.018,31,3,677,3
cunning,skilful,Directed,777,,,14.8,0.47,32,79,17962,56
cunning,carver,Directed,778,,,30.394,0.075,33,18,1496,15
cunning,instructing,Directed,779,,,14.484,0.027,34,4,1014,1
cunning,nimbleness,Directed,780,,,14.438,0.034,35,5,1288,5
cunning,wrestler,Directed,781,,,29.992,0.067,37,15,1336,15
cunning,shooting,Directed,782,,,14.26,0.065,37,9,2465,6
cunning,gardener,Directed,784,,,14.02,0.031,39,4,1190,4
cunning,wily,Directed,785,,,13.896,0.057,40,7,2174,7
cunning,somers,Directed,786,,,13.848,0.041,41,5,1579,1
cunning,seculer,Directed,788,,,13.786,0.025,43,3,968,1
cunning,painters,Directed,789,,,13.574,0.082,44,9,3124,8
cunning,astronomer,Directed,790,,,13.53,0.037,45,4,1410,4
cunning,sailor,Directed,791,,,13.43,0.038,46,4,1459,4
cunning,skill,Directed,792,,,13.296,1.21,47,121,46248,102
cunning,dight,Directed,793,,,13.254,0.03,48,3,1163,3
cunning,player,Directed,794,,,13.134,0.095,49,9,3638,8
cunning,clarke,Directed,795,,,13.014,0.099,50,9,3791,8
woorkemanshyp,cunning,Directed,796,,,22.318001,0.001,1,3,29208,3
surgian,cunning,Directed,797,,,18.941999,0.004,1,3,29208,3
surgian,use,Directed,798,,,8.92,0.136,2,3,941728,3
workmanshyp,cunning,Directed,799,,,18.75,0.005,1,3,29208,3
workmanshyp,create,Directed,800,,,15.602,0.014,2,3,86975,3
craftesman,artificer,Directed,801,,,21.298,0.003,1,5,6439,5
craftesman,husbandman,Directed,802,,,19.572001,0.005,2,4,9364,3
craftesman,cunning,Directed,803,,,17.903999,0.014,3,7,29208,7
craftesman,hand,Directed,804,,,10.132,0.388,4,13,801770,12
craftesman,kind,Directed,805,,,8.966,0.179,5,4,369381,4
craftesman,put,Directed,806,,,7.746,0.341,6,5,704722,5
clerkis,beneficis,Directed,807,,,32.388,0,1,6,105,1
clerkis,notaris,Directed,808,,,30.506001,0,2,3,98,1
clerkis,purch,Directed,809,,,27.138,0,3,4,411,1
clerkis,signet,Directed,810,,,20.576,0.002,4,3,2971,1
clerkis,greet,Directed,811,,,19.194,0.005,5,4,6393,3
clerkis,cunning,Directed,812,,,18.983999,0.024,6,17,29208,5
clerkis,na,Directed,813,,,15.706,0.035,7,8,42820,1
clerkis,curious,Directed,814,,,13.548,0.027,8,3,33918,2
clerkis,s,Directed,815,,,12.404,0.109,9,8,134403,3
clerkis,realm,Directed,816,,,12.304,0.07,10,5,86951,1
clerkis,conclude,Directed,817,,,11.962,0.127,11,8,156705,2
clerkis,religious,Directed,818,,,11.82,0.067,12,4,82281,2
clerkis,worldly,Directed,819,,,11.754,0.051,13,3,63119,1
clerkis,adam,Directed,820,,,10.726,0.073,14,3,90158,2
clerkis,money,Directed,821,,,9.344,0.157,15,4,194023,3
clerkis,justice,Directed,822,,,9.008,0.22,16,5,272554,1
clerkis,do,Directed,823,,,3.692,4.73,18,17,5849966,4
workmaster,cunning,Directed,824,,,18.318001,0.009,1,5,29208,5
workmaster,creator,Directed,825,,,16.398001,0.01,2,3,34097,2
workmaster,chief,Directed,826,,,12.548,0.065,3,5,215721,5
skilfulnesse,cunning,Directed,827,,,18.032,0.008,1,4,29208,4
skilfulnesse,tongue,Directed,828,,,12.594,0.038,2,3,144240,3
skilfulnesse,wisdom,Directed,829,,,12.072,0.061,3,4,230471,3
darrels,somers,Directed,830,,,25.247999,0.001,1,9,1579,1
darrels,instructing,Directed,831,,,24.18,0.001,2,4,1014,1
darrels,nottingham,Directed,832,,,21.559999,0.003,3,6,3764,1
darrels,m.,Directed,833,,,19.643999,0.176,4,159,193517,1
darrels,proceeding,Directed,834,,,15.266,0.04,5,8,44378,1
darrels,cunning,Directed,835,,,15.116,0.027,6,5,29208,1
darrels,assertion,Directed,836,,,14.854,0.023,7,4,25587,1
darrels,instruction,Directed,837,,,13.114,0.043,8,4,46776,1
darrels,direction,Directed,838,,,12.242,0.058,9,4,63257,1
darrels,master,Directed,839,,,11.84,0.231,10,14,254556,1
darrels,practise,Directed,840,,,11.74,0.12,11,7,131757,1
darrels,devise,Directed,841,,,11.638,0.053,12,3,58514,1
darrels,friend,Directed,842,,,11.54,0.238,13,13,262362,1
darrels,credit,Directed,843,,,11.434,0.076,14,4,83710,1
darrels,mary,Directed,844,,,11.16,0.063,15,3,69032,1
darrels,m,Directed,845,,,10.474,0.106,16,4,116786,1
darrels,speech,Directed,846,,,10.198,0.117,17,4,128521,1
darrels,deal,Directed,847,,,10.148,0.119,18,4,130756,1
darrels,history,Directed,848,,,9.98,0.094,19,3,103910,1
darrels,contrary,Directed,849,,,9.774,0.27,20,8,297599,1
darrels,course,Directed,850,,,9.652,0.176,21,5,194069,1
darrels,former,Directed,851,,,9.32,0.237,22,6,261314,1
