Source,Target,Type,Id,Label,timeset,Weight,expected collocate frequency,no.,observed collocate frequency,total no. in whole corpus,in no. of texts
stratagem,owls,Directed,1774,,,22.58,0.001,2,3,27,1
stratagem,agathocles,Directed,1775,,,15.206,0.016,3,3,312,1
stratagem,cunning,Directed,1776,,,15.188,0.016,4,3,314,2
stratagem,contrive,Directed,1777,,,13.926,0.032,5,4,646,4
stratagem,subdue,Directed,1778,,,13.8,0.025,6,3,506,1
stratagem,invent,Directed,1779,,,13.34,0.03,7,3,593,1
stratagem,pleasant,Directed,1780,,,11.366,0.059,8,3,1172,2
stratagem,force,Directed,1781,,,7.856,0.329,9,5,6583,3
stratagem,get,Directed,1782,,,7.824,0.266,10,4,5325,3
stratagem,by,Directed,1783,,,6.834,5.715,11,61,114446,23
stratagem,use,Directed,1784,,,6.668,0.694,12,7,13905,7
stratagem,some,Directed,1785,,,5.902,1.552,13,12,31080,6
stratagem,this,Directed,1786,,,4.02,4.965,14,20,99431,13
device,crafty,Directed,1787,,,18.582001,0.007,1,4,107,4
device,trick,Directed,1788,,,16.775999,0.018,2,6,295,4
device,mischievous,Directed,1789,,,16.190001,0.011,3,3,180,3
device,cunning,Directed,1790,,,14.564,0.02,4,3,314,3
device,subtle,Directed,1791,,,12.956,0.045,5,4,728,4
device,satan,Directed,1792,,,12.086,0.046,6,3,737,3
device,ignorant,Directed,1793,,,10.458,0.08,7,3,1293,2
device,knowledge,Directed,1794,,,9.942,0.256,8,8,4122,7
device,work,Directed,1795,,,9.078,0.431,9,10,6947,8
device,nor,Directed,1796,,,8.532,0.989,10,19,15947,9
device,new,Directed,1797,,,8.322,0.448,11,8,7220,7
device,own,Directed,1798,,,6.374,1.209,12,11,19497,8
device,this,Directed,1799,,,4.04,6.164,13,25,99431,17
device,by,Directed,1800,,,3.394,7.094,14,23,114446,16
workman,experienced,Directed,1802,,,16.709999,0.009,2,3,150,2
workman,encourage,Directed,1805,,,11.906,0.065,5,4,1040,2
workman,works,Directed,1806,,,8.786,0.191,6,4,3059,4
workman,pay,Directed,1807,,,8.024,0.248,7,4,3981,4
workman,good,Directed,1809,,,4.67,1.785,9,9,28634,5
workman,the,Directed,1810,,,1.478,55.724,10,93,893986,46
dissemble,hypocritically,Directed,1811,,,23.538,0.002,1,5,21,1
dissemble,resentments,Directed,1812,,,16.775999,0.009,2,3,103,2
dissemble,cunning,Directed,1813,,,14.342,0.028,3,4,314,4
dissemble,hypocrite,Directed,1814,,,13.616,0.027,4,3,302,3
dissemble,conceal,Directed,1815,,,13.336,0.07,5,7,776,5
dissemble,flatter,Directed,1816,,,12.77,0.036,6,3,404,3
dissemble,sentiment,Directed,1817,,,12.57,0.052,7,4,577,2
dissemble,injury,Directed,1818,,,11.582,0.073,8,4,811,2
dissemble,vices,Directed,1819,,,11.366,0.059,9,3,655,2
dissemble,belief,Directed,1820,,,10.462,0.08,10,3,895,2
dissemble,knowledge,Directed,1821,,,8.882,0.369,11,8,4122,8
dissemble,deny,Directed,1822,,,7.948,0.319,12,5,3558,1
dissemble,religion,Directed,1823,,,6.928,0.635,13,7,7091,2
dissemble,lie,Directed,1824,,,6.77,0.575,14,6,6421,4
dissemble,could,Directed,1825,,,5.29,1.439,15,9,16075,7
dissemble,or,Directed,1826,,,3.798,7.778,16,29,86866,13
dissemble,not,Directed,1827,,,3.078,11.01,17,32,122968,22
dissemble,with,Directed,1828,,,2.938,9.03,18,25,100853,17
dissemble,their,Directed,1829,,,2.878,7.748,19,21,86534,13
dissemble,his,Directed,1830,,,2.774,11.47,20,30,128101,19
dissemble,to,Directed,1831,,,2.12,39.8,21,83,444511,34
fraud,calcha,Directed,1832,,,21.214001,0.002,1,3,24,1
fraud,deceit,Directed,1833,,,20.4,0.024,2,25,257,20
fraud,oppression,Directed,1834,,,18.148001,0.031,3,16,340,9
fraud,imposture,Directed,1835,,,16.208,0.011,4,3,122,2
fraud,rapine,Directed,1836,,,16.066,0.012,5,3,128,3
fraud,falsehood,Directed,1837,,,15.054,0.028,6,5,301,2
fraud,yw,Directed,1838,,,14.71,0.019,7,3,203,1
fraud,violence,Directed,1839,,,14.522,0.086,8,13,938,7
fraud,cunning,Directed,1840,,,14.276,0.029,9,4,314,4
fraud,covetousness,Directed,1841,,,13.492,0.028,10,3,308,3
fraud,pious,Directed,1842,,,13.432,0.067,11,7,734,6
fraud,injustice,Directed,1843,,,12.238,0.043,12,3,474,3
fraud,malice,Directed,1844,,,12.074,0.077,13,5,836,4
fraud,cheat,Directed,1845,,,11.714,0.052,14,3,568,3
fraud,wrong,Directed,1846,,,11.286,0.08,15,4,878,2
fraud,guilty,Directed,1847,,,9.67,0.141,16,4,1534,4
fraud,ei,Directed,1848,,,9.562,0.182,17,5,1990,1
fraud,force,Directed,1849,,,8.634,0.603,18,12,6583,11
fraud,without,Directed,1850,,,6.832,1.594,19,17,17403,13
fraud,or,Directed,1851,,,5,7.957,20,45,86866,28
fraud,by,Directed,1852,,,4.836,10.484,21,56,114446,33
fraud,any,Directed,1853,,,3.81,3.473,22,13,37908,11
fraud,and,Directed,1854,,,2.5,50.867,23,121,555294,57
devise,leather,Directed,1855,,,17.354,0.01,1,4,136,2
devise,leo,Directed,1856,,,15.31,0.02,2,4,272,2
devise,bottle,Directed,1857,,,15.3,0.02,3,4,273,2
devise,cunning,Directed,1858,,,14.05,0.023,4,3,314,3
devise,sixth,Directed,1859,,,13.178,0.042,5,4,565,2
devise,mischief,Directed,1860,,,12.326,0.056,6,4,758,4
devise,could,Directed,1861,,,8.144,1.19,7,20,16075,16
devise,can,Directed,1862,,,5.318,2.535,8,16,34232,13
devise,man,Directed,1863,,,4.286,3.85,9,17,51997,13
devise,by,Directed,1864,,,3.004,8.474,10,24,114446,15
devise,for,Directed,1865,,,2.832,9.742,11,26,131581,19
devise,he,Directed,1866,,,2.52,13.776,12,33,186057,21
deceit,fraud,Directed,1867,,,20.389999,0.024,1,25,266,20
deceit,knavery,Directed,1868,,,18.382,0.005,2,3,61,3
deceit,deceit,Directed,1869,,,14.962,0.023,3,4,257,2
deceit,hypocrisy,Directed,1870,,,14.064,0.023,4,3,262,3
deceit,cunning,Directed,1871,,,13.536,0.028,5,3,314,2
deceit,oppression,Directed,1872,,,13.304,0.03,6,3,340,3
deceit,injustice,Directed,1873,,,13.174,0.042,7,4,474,4
deceit,philosophy,Directed,1874,,,12.834,0.094,8,8,1066,2
deceit,wickedness,Directed,1875,,,12.342,0.084,9,6,947,5
deceit,vain,Directed,1876,,,10.534,0.234,10,9,2649,2
deceit,discover,Directed,1877,,,9.764,0.272,11,8,3073,8
deceit,prevent,Directed,1878,,,8.614,0.202,12,4,2287,3
deceit,any,Directed,1879,,,4.848,3.355,13,18,37908,11
deceit,no,Directed,1880,,,4.362,3.751,14,17,42379,13
deceit,or,Directed,1881,,,3.93,7.688,15,30,86866,23
deceit,and,Directed,1882,,,2.272,49.146,16,108,555294,60
contrivance,malicious,Directed,1883,,,15.118,0.027,1,5,289,4
contrivance,ulysses,Directed,1884,,,14.166,0.022,2,3,240,2
contrivance,cunning,Directed,1885,,,13.382,0.029,3,3,314,3
contrivance,ingenious,Directed,1886,,,13.04,0.044,4,4,471,2
contrivance,admirable,Directed,1887,,,12.872,0.047,5,4,499,4
contrivance,management,Directed,1888,,,11.712,0.052,6,3,558,3
contrivance,prudent,Directed,1889,,,11.712,0.052,7,3,558,3
contrivance,wisdom,Directed,1890,,,10.534,0.261,8,10,2792,9
contrivance,wise,Directed,1891,,,9.736,0.309,9,9,3312,7
contrivance,thought,Directed,1892,,,8.75,0.193,10,4,2069,3
contrivance,design,Directed,1893,,,8.058,0.613,11,10,6571,6
contrivance,art,Directed,1894,,,7.4,0.462,12,6,4953,4
contrivance,own,Directed,1895,,,5.676,1.82,13,13,19497,7
contrivance,this,Directed,1896,,,3.748,9.28,14,34,99431,18
contrivance,by,Directed,1897,,,3.586,10.681,15,37,114446,18
contrivance,of,Directed,1898,,,2.274,54.564,16,120,584662,59
contrivance,and,Directed,1899,,,1.688,51.823,18,93,555294,41
contrivance,the,Directed,1900,,,1.048,83.432,19,120,893986,51
italian,sicilians,Directed,1901,,,16.292,0.011,1,3,85,2
italian,prelate,Directed,1902,,,15.194,0.016,2,3,123,2
italian,turkey,Directed,1903,,,13.406,0.029,3,3,226,1
italian,german,Directed,1904,,,13.298,0.061,4,6,469,4
italian,cunning,Directed,1905,,,13.284,0.041,5,4,314,2
italian,proverb,Directed,1906,,,13.182,0.032,6,3,244,3
italian,secretary,Directed,1907,,,12.382,0.042,7,3,321,2
italian,french,Directed,1908,,,12.114,0.273,8,18,2111,11
italian,spaniard,Directed,1909,,,11.902,0.13,9,8,1009,7
italian,spanish,Directed,1910,,,11.72,0.104,10,6,806,5
italian,count,Directed,1911,,,10.712,0.147,11,6,1140,2
italian,verses,Directed,1912,,,10.702,0.074,12,3,572,3
italian,assign,Directed,1913,,,10.52,0.079,13,3,609,3
italian,latin,Directed,1914,,,10.172,0.118,14,4,916,2
italian,mile,Directed,1915,,,10.03,0.124,15,4,962,2
italian,tongue,Directed,1916,,,9.312,0.159,16,4,1232,4
italian,princes,Directed,1917,,,7.646,0.354,17,5,2741,4
italian,who,Directed,1918,,,3.688,6.965,18,25,53932,16
italian,the,Directed,1919,,,2.242,115.45,19,251,893986,59
rogue,vagrants,Directed,1920,,,23.562,0.002,1,4,14,3
rogue,vagabonds,Directed,1921,,,21.948,0.005,2,8,43,5
rogue,unlucky,Directed,1922,,,17.736,0.014,3,6,119,4
rogue,choll,Directed,1923,,,16.424,0.011,4,3,92,1
rogue,pack,Directed,1924,,,15.636,0.018,5,4,160,3
rogue,arch,Directed,1925,,,15.526,0.019,6,4,166,3
rogue,villain,Directed,1926,,,15.502,0.029,7,6,251,4
rogue,damned,Directed,1927,,,15.388,0.02,8,4,174,3
rogue,lazy,Directed,1928,,,14.976,0.017,9,3,150,3
rogue,beggar,Directed,1929,,,14.736,0.025,10,4,217,3
rogue,nephew,Directed,1930,,,14.252,0.022,11,3,192,1
rogue,rogue,Directed,1931,,,13.508,0.038,12,4,330,2
rogue,trick,Directed,1932,,,12.996,0.034,13,3,295,2
rogue,cunning,Directed,1933,,,12.814,0.036,14,3,314,3
rogue,aye,Directed,1934,,,11.806,0.051,15,3,444,2
rogue,ah,Directed,1935,,,11.586,0.054,16,3,479,2
rogue,dull,Directed,1936,,,11.348,0.059,17,3,520,2
rogue,ha,Directed,1937,,,10.768,0.072,18,3,635,2
rogue,hang,Directed,1938,,,9.548,0.147,19,4,1290,3
rogue,play,Directed,1939,,,8.904,0.183,20,4,1612,4
rogue,young,Directed,1940,,,7.306,0.398,21,5,3503,4
rogue,poor,Directed,1941,,,7.234,0.49,22,6,4309,6
rogue,old,Directed,1942,,,6.692,0.689,23,7,6065,3
rogue,you,Directed,1943,,,6.484,5.396,24,51,47482,16
rogue,how,Directed,1944,,,5.062,1.904,25,11,16755,7
rogue,what,Directed,1945,,,3.908,4.389,26,17,38624,12
rogue,these,Directed,1946,,,3.868,3.403,27,13,29945,7
rogue,i,Directed,1947,,,2.712,13.677,29,35,120350,12
