Source,Target,Type,Id,Label,timeset,Weight,H no,Doc type,Transaction type,Doc No
2039,1115,Directed,1715,,,1,2/6/45,Charter,Renewal,1787
2039,3460,Directed,1716,,,1,2/55/2,Charter,Gift,1456
2041,131,Directed,1717,,,1,3/18/16,Charter,Renewal,2894
2041,2067,Directed,1718,,,1,3/18/13,Charter,Gift,3435
2041,7173,Directed,1719,,,1,3/18/16,Charter,Gift,2894
2041,7174,Directed,1720,,,1,3/18/16,Charter,Gift,2894
2046,29,Directed,1721,,,2,3/23/18,Charter,Confirmation,2699
2046,127,Directed,1722,,,2,3/23/34,Charter,Gift,2726
2046,128,Directed,1723,,,4,3/23/36,Charter,Gift,2728
2046,131,Directed,1724,,,3,3/23/30,Charter,Gift,2707
2046,1039,Directed,1725,,,3,3/23/33,Charter,Concession,2723
2046,4431,Directed,1726,,,1,3/23/14,Charter,Gift,2695
2046,87,Directed,1727,,,1,3/23/28,Charter,Gift,2706
2046,710,Directed,1728,,,1,3/23/12,Charter,Confirmation,2692
2046,1115,Directed,1729,,,1,3/23/12,Charter,Confirmation,2692
2046,186,Directed,1730,,,1,3/23/17,Charter,Quitclaim,2698
2046,914,Directed,1731,,,1,3/23/17,Charter,Quitclaim,2698
2046,691,Directed,1732,,,1,3/23/22,Charter,Renewal,2702
2046,1957,Directed,1733,,,1,3/23/32,Charter,Gift,2722
2046,6661,Directed,1734,,,1,3/23/28,Charter,Gift,2706
2046,5588,Directed,1735,,,1,3/23/24,Charter,Grant of property (concedo),2703
2046,3355,Directed,1736,,,2,3/23/21,Charter,Renewal,3512
2046,7378,Directed,1737,,,1,3/23/25,Charter,Gift,2704
2046,6702,Directed,1738,,,1,3/23/27,Charter,Gift,2720
2048,138,Directed,1739,,,1,3/503/1,Charter,Gift,6184
2050,1115,Directed,1740,,,3,3/21/54,Charter,Gift,2819
2050,2001,Directed,1741,,,1,1/8/155,Charter,Gift,1038
2050,1171,Directed,1742,,,1,3/21/57,Charter,Gift,2822
2050,7033,Directed,1743,,,1,3/21/53,Charter,Gift,2817
2051,82,Directed,1744,,,4,3/578/8,Charter,Gift,3791
2056,29,Directed,1745,,,1,2/10/266,Charter,Renewal,1437
2056,1039,Directed,1746,,,1,2/10/271,Charter,Confirmation,1439
2056,3349,Directed,1747,,,1,2/10/269,Charter,Confirmation,1438
2063,216,Directed,1748,,,1,3/42/4,Charter,Gift,4346
2063,18203,Directed,1749,,,1,3/42/7,Charter,Confirmation,7702
2064,131,Directed,1750,,,2,3/611/2,Charter,Concession,5527
2065,2113,Directed,1751,,,1,3/400/1,Charter,Gift,5857
2066,41,Directed,1752,,,8,3/83/14,Charter,Renewal,4552
2066,2064,Directed,1753,,,1,3/83/15,Charter,Gift,4395
2067,1039,Directed,1754,,,2,3/276/21,Charter,Renewal,4938
2067,710,Directed,1755,,,1,3/276/17,Charter,Renewal,4659
2067,1115,Directed,1756,,,2,3/276/17,Charter,Gift,4659
2067,216,Directed,1757,,,2,3/276/19,Charter,Renewal,4720
2067,722,Directed,1758,,,1,3/276/17,Charter,Renewal,4659
2067,10451,Directed,1759,,,1,3/276/18,Charter,Gift,4736
2068,216,Directed,1760,,,1,3/90/3,Charter,Gift,4393
2071,127,Directed,1761,,,2,3/276/24,Charter,Quitclaim,4729
2072,82,Directed,1762,,,2,2/19/2,Charter,Confirmation,1059
2072,768,Directed,1763,,,1,2/19/1,Charter,Gift,1056
2077,131,Directed,1764,,,1,3/321/6,Charter,Gift,5017
2077,710,Directed,1765,,,1,3/321/5,Charter,Gift,4994
2077,122,Directed,1766,,,1,3/321/5,Charter,Gift,4994
2081,41,Directed,1767,,,1,3/586/13,Charter,Renewal,5530
2081,128,Directed,1768,,,1,3/586/12,Charter,Renewal,5484
2081,189,Directed,1769,,,1,3/586/9,Charter,Renewal,5621
2081,710,Directed,1770,,,3,3/586/9,Charter,Renewal,5621
2081,186,Directed,1771,,,1,3/586/15,Charter,Gift,5534
2081,914,Directed,1772,,,1,3/586/15,Charter,Gift,5534
2081,582,Directed,1773,,,1,3/586/9,Charter,Renewal,5621
2081,3897,Directed,1774,,,1,3/586/10,Charter,Gift,5481
2081,1599,Directed,1775,,,1,3/586/11,Charter,Renewal,5482
2081,2670,Directed,1776,,,1,3/586/16,Charter,Renewal,5540
2081,7433,Directed,1777,,,2,3/586/11,Charter,Renewal,5482
2081,14480,Directed,1778,,,1,3/586/9,Charter,Renewal,5621
2083,710,Directed,1779,,,4,3/321/2,Charter,Gift,4991
2083,1957,Directed,1780,,,4,3/321/1,Charter,Gift,4990
2087,41,Directed,1781,,,2,3/17/25,Charter,Gift,4637
2087,82,Directed,1782,,,1,3/17/4,Charter,Gift,2670
2087,858,Directed,1783,,,3,3/17/20,Charter,Gift,2664
2087,2005,Directed,1784,,,4,3/17/41,Charter,Quitclaim,2800
2087,2026,Directed,1785,,,1,3/17/17,Charter,Confirmation,3042
2087,3561,Directed,1786,,,1,3/17/23,Charter,Gift,3113
2087,278,Directed,1787,,,14,3/17/21,Charter,Confirmation,3058
2087,186,Directed,1788,,,3,3/17/19,Charter,Concession,2657
2087,914,Directed,1789,,,2,3/17/3,Charter,Renewal,2655
2087,4644,Directed,1790,,,1,3/17/11,Charter,Gift,2731
2087,4690,Directed,1791,,,2,3/17/6,Charter,Gift,2725
2087,2086,Directed,1792,,,2,3/17/5,Charter,Gift,2724
2087,7276,Directed,1793,,,1,3/17/7,Charter,Gift,3033
2087,6739,Directed,1794,,,1,3/17/18,Charter,Gift,2734
2087,6548,Directed,1795,,,1,3/17/32,Charter,Succession,2982
2087,7277,Directed,1796,,,1,3/17/7,Charter,Gift,3033
2087,7273,Directed,1797,,,1,3/17/7,Charter,Gift,3033
2087,6171,Directed,1798,,,1,3/17/8,Charter,Gift,3016
2087,2159,Directed,1799,,,1,3/17/28,Charter,Gift,2920
2087,6099,Directed,1800,,,1,3/17/36,Charter,Restoration,2767
2087,6875,Directed,1801,,,2,3/17/27,Charter,Gift,2761
2087,7235,Directed,1802,,,1,3/17/35,Charter,Gift,2987
2087,7232,Directed,1803,,,1,3/17/30,Charter,Gift,2981
2087,6910,Directed,1804,,,2,3/17/37,Charter,Gift,2992
2087,7218,Directed,1805,,,1,3/17/29,Charter,Gift,2927
2087,7217,Directed,1806,,,1,3/17/29,Charter,Gift,2927
2090,75,Directed,1807,,,1,3/109/4,Charter,Sale,4530
2092,75,Directed,1808,,,3,3/173/10,Charter,Gift,5363
2093,2938,Directed,1809,,,1,2/73/34,Charter,Confirmation,2214
2094,2107,Directed,1810,,,1,3/409/3,Charter,Gift,5854
2094,14946,Directed,1811,,,1,3/409/2,Charter,Gift,5757
2099,2331,Directed,1812,,,1,3/167/7,Charter,Gift,4855
2110,1039,Directed,1813,,,2,3/100/3,Charter,Quitclaim,4483
2110,710,Directed,1814,,,1,3/100/8,Charter,Concession,4400
2110,216,Directed,1815,,,2,3/100/6,Charter,Gift,4423
2110,10490,Directed,1816,,,2,3/100/7,Charter,Gift,4401
2110,11288,Directed,1817,,,1,3/100/5,Charter,Obligation,4623
2110,8377,Directed,1818,,,1,3/100/5,Charter,Obligation,4623
2110,10984,Directed,1819,,,1,3/100/3,Charter,Quitclaim,4483
2111,75,Directed,1820,,,1,3/595/5,Charter,Quitclaim,5211
2114,138,Directed,1821,,,1,3/419/5,Charter,Renewal,5967
2114,2113,Directed,1822,,,2,3/419/6,Charter,Gift,5856
2114,9756,Directed,1823,,,1,3/419/4,Charter,Gift,5745
2116,354,Directed,1824,,,2,3/193/3,Charter,Gift,4915
2116,2113,Directed,1825,,,1,3/193/1,Charter,Gift,5113
2116,18203,Directed,1826,,,1,3/193/4,Charter,Gift,7701
2116,12886,Directed,1827,,,1,3/193/1,Charter,Gift,5113
2119,75,Directed,1828,,,1,3/167/9,Charter,Concession,5358
2119,189,Directed,1829,,,1,3/167/11,Charter,Renewal,4731
2119,2056,Directed,1830,,,1,3/167/10,Charter,Confirmation,4739
2121,1039,Directed,1831,,,1,3/274/4,Charter,Gift,4934
2121,1957,Directed,1832,,,1,3/274/5,Charter,Grant of property (concedo),4680
2129,131,Directed,1833,,,1,3/16/28,Charter,Quitclaim,2421
2129,1957,Directed,1834,,,1,3/16/27,Charter,Gift,2445
2130,186,Directed,1835,,,1,3/585/4,Charter,Gift,5532
2130,914,Directed,1836,,,1,3/585/4,Charter,Gift,5532
2134,278,Directed,1837,,,1,2/7/87,Charter,Inspection,1386
2135,75,Directed,1838,,,6,3/14/1,Charter,Gift,2443
2135,667,Directed,1839,,,4,3/14/0,Charter,Concession,1534
2135,710,Directed,1840,,,1,3/14/5,Charter,Gift,2508
2137,3197,Directed,1841,,,1,3/10/17,Charter,Gift,2642
2137,4799,Directed,1842,,,1,3/10/19,Charter,Gift,2467
2137,4798,Directed,1843,,,1,3/10/18,Charter,Gift,2643
2138,138,Directed,1844,,,1,3/540/8,Charter,Gift,5979
2139,75,Directed,1845,,,1,3/492/1,Charter,Gift,5430
2142,278,Directed,1846,,,3,3/17/45,Charter,Concession,2601
2142,2001,Directed,1847,,,4,3/17/53,Charter,Gift,3147
2142,7374,Directed,1848,,,1,3/17/57,Charter,Renewal,3718
2142,7345,Directed,1849,,,1,3/17/55,Charter,Concession,3214
2142,7049,Directed,1850,,,2,3/17/51,Charter,Relaxation,3145
2142,7346,Directed,1851,,,1,3/17/56,Charter,Gift,3229
2142,16015,Directed,1852,,,1,3/17/48,Charter,Confirmation,3000
2146,2001,Directed,1853,,,1,3/241/1,Charter,Quitclaim,4744
2147,2254,Directed,1854,,,1,3/54/2,Charter,Gift,4356
2150,2005,Directed,1855,,,1,3/474/1,Charter,Gift,5093
2151,3899,Directed,1856,,,1,3/19/5,Charter,Gift,3433
2151,278,Directed,1857,,,1,3/19/4,Charter,Confirmation,3438
2151,4799,Directed,1858,,,1,3/19/6,Charter,Gift,9412
2153,2134,Directed,1859,,,1,3/598/3,Charter,Obligation,5559
2153,2142,Directed,1860,,,1,3/598/2,Charter,Concession,5558
2153,278,Directed,1861,,,3,3/598/2,Charter,Quitclaim,5558
2154,2134,Directed,1862,,,1,3/45/2,Charter,Obligation,4327
2154,2142,Directed,1863,,,2,3/45/2,Charter,Obligation,4327
2155,278,Directed,1864,,,1,3/411/4,Charter,Renunciation of claim,5701
2157,3561,Directed,1865,,,1,2/51/4,Charter,Resignation,1537
2157,278,Directed,1866,,,3,2/51/5,Charter,Gift,1504
2158,2134,Directed,1867,,,1,3/598/3,Charter,Obligation,5559
2158,2142,Directed,1868,,,1,3/598/2,Charter,Concession,5558
2158,278,Directed,1869,,,3,3/598/4,Charter,Quitclaim,5560
2160,2134,Directed,1870,,,1,3/45/2,Charter,Obligation,4327
2160,2142,Directed,1871,,,2,3/45/2,Charter,Obligation,4327
2161,278,Directed,1872,,,1,3/411/4,Charter,Renunciation of claim,5701
2176,710,Directed,1873,,,3,3/167/12,Charter,Concession,4656
2176,1115,Directed,1874,,,2,3/167/13,Charter,Quitclaim,4658
2176,250,Directed,1875,,,2,3/167/14,Charter,Gift,4861
2176,722,Directed,1876,,,2,3/167/13,Charter,Quitclaim,4658
2176,2388,Directed,1877,,,1,3/167/15,Charter,Quitclaim,4863
2186,4941,Directed,1878,,,1,2/71/16,Charter,Gift,2218
2186,4926,Directed,1879,,,2,2/71/15,Charter,Gift,2216
2186,4935,Directed,1880,,,1,2/71/14,Charter,Confirmation,2213
2187,2056,Directed,1881,,,1,3/16/29,Charter,Gift,2442
2190,216,Directed,1882,,,1,3/409/1,Charter,Gift,5741
2201,278,Directed,1883,,,2,3/394/2,Charter,Gift,5689
2201,710,Directed,1884,,,1,3/394/3,Charter,Gift,5710
2201,14722,Directed,1885,,,1,3/394/3,Charter,Gift,5710
2201,2127,Directed,1886,,,1,3/394/1,Charter,Quitclaim,5756
2202,2201,Directed,1887,,,1,3/171/3,Charter,Gift,4858
2202,11950,Directed,1888,,,1,3/171/2,Charter,Gift,4856
2203,82,Directed,1889,,,1,3/269/3,Charter,Renewal,4406
2207,82,Directed,1890,,,1,3/90/6,Charter,Gift,4038
2208,41,Directed,1891,,,2,3/141/6,Charter,Gift,4738
2208,127,Directed,1892,,,1,3/141/2,Charter,Concession,4614
2208,1039,Directed,1893,,,1,3/141/4,Charter,Quitclaim,4778
2208,11103,Directed,1894,,,1,3/141/7,Charter,Gift,4565
2208,5271,Directed,1895,,,1,3/141/3,Charter,Gift,5091
2209,2234,Directed,1896,,,1,3/18/17,Charter,Gift,3513
2209,7784,Directed,1897,,,1,3/18/18,Charter,Gift,3716
2209,7785,Directed,1898,,,1,3/18/19,Charter,Gift,3717
2211,41,Directed,1899,,,1,2/35/2,Charter,Confirmation,1463
2211,1025,Directed,1900,,,1,2/35/3,Charter,Confirmation,1475
2211,3187,Directed,1901,,,1,2/35/4,Charter,Confirmation,1476
2212,87,Directed,1902,,,1,3/167/6,Charter,Quitclaim,6032
2216,128,Directed,1903,,,1,3/42/5,Charter,Gift,4000
2220,41,Directed,1904,,,1,2/1/34,Charter,Renewal,1555
2220,131,Directed,1905,,,2,2/1/30,Charter,Renewal,1674
2220,1039,Directed,1906,,,1,2/64/7,Charter,Confirmation,2279
2220,710,Directed,1907,,,1,2/1/32,Charter,Confirmation,1554
2220,1957,Directed,1908,,,1,2/64/6,Charter,Quitclaim,2148
2220,5137,Directed,1909,,,1,2/64/7,Charter,Confirmation,2279
2220,4070,Directed,1910,,,1,2/1/31,Charter,Ordination of vicarage,1676
2220,3996,Directed,1911,,,1,2/1/33,Charter,Institution,1637
2220,4071,Directed,1912,,,2,2/1/35,Charter,Gift,1677
2220,4761,Directed,1913,,,1,2/64/3,Charter,Gift,2145
2220,3809,Directed,1914,,,1,2/1/32,Charter,Confirmation,1554
2220,3803,Directed,1915,,,1,2/1/29,Charter,Quitclaim,1553
2220,4763,Directed,1916,,,1,2/64/4,Charter,Gift,2146
2220,5063,Directed,1917,,,1,2/64/5,Charter,Grant of property (concedo),2263
2220,3175,Directed,1918,,,1,2/64/8,Charter,Quitclaim,2257
2223,75,Directed,1919,,,1,3/60/6,Charter,Renewal,4379
2223,710,Directed,1920,,,1,3/60/7,Charter,Gift,4367
2223,1120,Directed,1921,,,1,3/60/7,Charter,Gift,4367
2228,131,Directed,1922,,,1,3/331/4,Charter,Renewal,5157
2231,131,Directed,1923,,,1,2/35/1,Charter,Confirmation,1480
2231,1025,Directed,1924,,,1,2/35/3,Charter,Confirmation,1475
2231,3187,Directed,1925,,,1,2/35/4,Charter,Confirmation,1476
2234,216,Directed,1926,,,1,3/276/25,Charter,Confirmation,5111
2235,208,Directed,1927,,,1,3/590/20,Charter,Gift,5537
2238,9547,Directed,1928,,,1,3/324/1,Charter,Gift,5008
2244,216,Directed,1929,,,1,3/363/5,Charter,Renewal,5386
2244,9590,Directed,1930,,,1,3/363/4,Charter,Gift,5332
2247,710,Directed,1931,,,1,3/11/20,Charter,Confirmation,2650
2247,216,Directed,1932,,,1,3/11/20,Charter,Confirmation,2650
2247,1101,Directed,1933,,,1,3/11/19,Charter,Renewal,2469
2248,1039,Directed,1934,,,1,3/21/38,Charter,Renewal,2798
2248,2005,Directed,1935,,,1,3/21/46,Charter,Gift,2810
2248,2067,Directed,1936,,,1,3/21/41,Charter,Gift,2803
2248,710,Directed,1937,,,2,3/21/52,Charter,Gift,2816
2248,1115,Directed,1938,,,6,3/21/49,Charter,Grant of property (concedo),2813
2248,722,Directed,1939,,,1,3/21/48,Charter,Concession,2812
2248,7037,Directed,1940,,,1,3/21/52,Charter,Gift,2816
2248,7032,Directed,1941,,,1,3/21/51,Charter,Gift,2815
2248,7021,Directed,1942,,,1,3/21/47,Charter,Gift,2811
2248,405,Directed,1943,,,1,3/21/52,Charter,Gift,2816
2248,7029,Directed,1944,,,1,3/21/50,Charter,Concession,2814
2255,87,Directed,1945,,,1,2/15/5,Charter,Confirmation,1147
2257,128,Directed,1946,,,1,3/72/16,Charter,Gift,3811
2257,710,Directed,1947,,,1,3/72/16,Charter,Gift,3811
2258,128,Directed,1948,,,3,3/586/17,Charter,Renewal,5487
2258,710,Directed,1949,,,2,3/586/19,Charter,Renewal,5490
2258,914,Directed,1950,,,1,3/586/22,Charter,Renewal,5536
2258,3897,Directed,1951,,,2,3/586/18,Charter,Renewal,5489
2259,131,Directed,1952,,,1,3/585/6,Charter,Gift,5521
2259,14369,Directed,1953,,,1,3/585/6,Charter,Gift,7066
2264,7,Directed,1954,,,2,3/414/8,Charter,Confirmation,5672
2264,131,Directed,1955,,,2,3/414/10,Charter,Gift,5664
2265,7,Directed,1956,,,1,3/538/4,Charter,Quitclaim,5831
2266,10803,Directed,1957,,,1,3/538/1,Charter,Gift,5828
2274,4797,Directed,1958,,,1,2/64/17,Charter,Gift,2154
2274,10892,Directed,1959,,,1,2/64/21,Charter,Gift,2157
2274,15688,Directed,1960,,,1,2/64/18,Charter,Obligation,6009
2274,4798,Directed,1961,,,1,2/64/19,Charter,Confirmation,2155
2274,4801,Directed,1962,,,1,2/64/20,Charter,Gift,2156
2274,5841,Directed,1963,,,1,2/64/22,Charter,Gift,2475
2276,7,Directed,1964,,,2,3/414/12,Charter,Obligation,5675
2276,1171,Directed,1965,,,1,3/414/13,Charter,Gift,5766
2277,360,Directed,1966,,,1,3/551/4,Charter,Resignation,5836
2278,15347,Directed,1967,,,1,3/551/3,Charter,Gift,5876
2278,7177,Directed,1968,,,1,3/551/3,Charter,Gift,5876
2303,128,Directed,1969,,,1,3/345/1,Charter,Gift,5115
2310,2234,Directed,1970,,,1,3/16/30,Charter,Gift,2444
2315,87,Directed,1971,,,1,2/15/6,Charter,Renewal,1148
2318,131,Directed,1972,,,1,2/71/12,Charter,Quitclaim,2210
2319,7,Directed,1973,,,1,2/73/32,Charter,Confirmation,2190
2319,4931,Directed,1974,,,1,2/73/31,Charter,Gift,2211
2321,667,Directed,1975,,,1,3/14/13,Charter,Renewal,2531
2321,2338,Directed,1976,,,1,3/14/14,Charter,Concession,2625
2321,6563,Directed,1977,,,1,3/14/15,Charter,Gift,6029
2324,131,Directed,1978,,,1,3/245/5,Charter,Gift,4606
2324,12039,Directed,1979,,,1,3/245/6,Charter,Gift,4875
2328,75,Directed,1980,,,1,3/443/10,Charter,Gift,5387
2330,127,Directed,1981,,,1,3/252/1,Charter,Renewal,4719
2333,41,Directed,1982,,,1,3/612/1,Charter,Obligation,5805
2347,3355,Directed,1983,,,1,3/622/1,Charter,Grant of property (concedo),5516
2357,6921,Directed,1984,,,1,3/11/21,Charter,Gift,2779
2357,5718,Directed,1985,,,1,3/11/22,Charter,Gift,5973
2359,2254,Directed,1986,,,1,3/209/1,Charter,Quitclaim,4837
2360,4151,Directed,1987,,,1,3/516/3,Charter,Quitclaim,5472
2360,2358,Directed,1988,,,2,3/516/5,Charter,Gift,6022
2361,7,Directed,1989,,,2,2/40/11,Charter,Inspection,1474
2361,216,Directed,1990,,,1,2/40/12,Charter,Confirmation,1492
2361,1912,Directed,1991,,,1,2/40/10,Charter,Confirmation,1496
2362,41,Directed,1992,,,1,3/386/10,Charter,Renewal,5796
2362,127,Directed,1993,,,3,3/386/14,Charter,Gift,5618
2362,2324,Directed,1994,,,1,3/386/11,Charter,Gift,5755
2362,2401,Directed,1995,,,1,3/386/18,Charter,Gift,5641
2362,250,Directed,1996,,,1,3/386/16,Charter,Gift,5639
2394,77,Directed,1997,,,1,2/19/10,Charter,Gift,1092
2394,2577,Directed,1998,,,1,2/19/7,Charter,Inspection,1149
2394,2509,Directed,1999,,,1,2/19/10,Charter,Gift,1092
2401,127,Directed,2000,,,1,3/88/2,Charter,Gift,4385
2401,250,Directed,2001,,,1,3/88/1,Charter,Quitclaim,4384
2417,87,Directed,2002,,,1,2/23/3,Charter,Confirmation,1151
2418,87,Directed,2003,,,1,2/23/5,Charter,Gift,1164
2418,2612,Directed,2004,,,1,2/23/4,Charter,Institution,1152
2419,2023,Directed,2005,,,1,2/30/5,Charter,Confirmation,1160
2419,2043,Directed,2006,,,1,2/30/3,Charter,Confirmation,3514
2421,216,Directed,2007,,,1,2/5/17,Charter,Confirmation,1696
2421,250,Directed,2008,,,1,2/5/16,Charter,Renewal,1592
2424,1663,Directed,2009,,,1,2/11/8,Charter,Renewal,1126
2424,278,Directed,2010,,,1,2/11/7,Charter,Confirmation,1451
2425,1663,Directed,2011,,,1,2/11/10,Charter,Confirmation,1127
2425,1664,Directed,2012,,,1,2/11/10,Charter,Confirmation,1127
2450,11849,Directed,2013,,,1,2/84/24,Charter,Gift,5036
2450,3663,Directed,2014,,,1,2/84/24,Charter,Gift,5036
2478,131,Directed,2015,,,2,3/18/5,Charter,Gift,2868
2493,1039,Directed,2016,,,1,3/276/8,Charter,Gift,4937
2500,5410,Directed,2017,,,1,2/84/2,Charter,Concession,2345
2500,4412,Directed,2018,,,1,2/84/1,Charter,Grant of property (concedo),2344
2508,29,Directed,2019,,,1,2/97/57,Charter,Inspection,2142
2508,3550,Directed,2020,,,1,2/97/47,Charter,Gift,2260
2545,131,Directed,2021,,,1,3/18/9,Charter,Renewal,3234
2562,1663,Directed,2022,,,1,2/11/6,Charter,Gift,1125
2562,1457,Directed,2023,,,1,2/11/5,Charter,Confirmation,1228
2562,1664,Directed,2024,,,1,2/11/6,Charter,Gift,1125
2562,2563,Directed,2025,,,1,2/11/6,Charter,Gift,1125
2577,77,Directed,2026,,,1,3/478/17,Charter,Gift,4981
2578,77,Directed,2027,,,1,3/531/2,Charter,Confirmation,5643
2578,2577,Directed,2028,,,1,3/531/3,Charter,Gift,5644
2579,2577,Directed,2029,,,1,3/531/3,Charter,Gift,5644
2580,77,Directed,2030,,,2,3/441/2,Charter,Confirmation,4923
2580,4523,Directed,2031,,,1,3/441/2,Charter,Confirmation,4923
2615,41,Directed,2032,,,1,2/61/2,Charter,Confirmation,2143
2661,3721,Directed,2033,,,1,2/45/4,Charter,Obligation,1530
2668,128,Directed,2034,,,1,3/586/24,Charter,Gift,5494
2717,41,Directed,2035,,,1,3/635/1,Charter,Gift,1469
2838,2697,Directed,2036,,,1,3/625/2,Charter,Sale,5912
2915,87,Directed,2037,,,1,3/353/1,Charter,Renewal,5342
2939,2697,Directed,2038,,,1,3/625/2,Charter,Sale,5912
2951,354,Directed,2039,,,1,2/71/1,Charter,Grant of property (concedo),2245
2986,278,Directed,2040,,,1,3/282/,Charter,Gift,4654
2993,7,Directed,2041,,,1,3/357/3,Charter,Quitclaim,5379
2993,5720,Directed,2042,,,1,3/357/2,Charter,Gift,5461
2999,75,Directed,2043,,,2,3/536/1,Charter,Gift,4955
3008,75,Directed,2044,,,2,3/268/1,Charter,Gift,4984
3008,82,Directed,2045,,,1,3/268/2,Charter,Renewal,4441
3026,4936,Directed,2046,,,1,3/445/1,Charter,Gift,5058
3067,29,Directed,2047,,,3,3/646/11,Charter,Gift,5704
3067,1039,Directed,2048,,,1,3/646/9,Charter,Gift,5739
3067,710,Directed,2049,,,1,3/646/10,Charter,Gift,5703
3067,1115,Directed,2050,,,1,3/646/8,Charter,Gift,5713
3067,1957,Directed,2051,,,1,3/646/6,Charter,Gift,5776
3091,1039,Directed,2052,,,1,3/412/1,Charter,Gift,5596
3100,127,Directed,2053,,,1,3/371/2,Charter,Gift,5151
3100,13462,Directed,2054,,,1,3/371/1,Charter,Gift,5260
3127,4936,Directed,2055,,,1,3/16/23,Charter,Gift,2778
3127,5683,Directed,2056,,,1,3/16/21,Charter,Gift,2438
3127,5698,Directed,2057,,,2,3/16/24,Charter,Gift,2441
3127,5691,Directed,2058,,,1,3/16/22,Charter,Gift,2440
3203,278,Directed,2059,,,1,3/333/1,Charter,Gift,5227
3204,278,Directed,2060,,,2,3/333/2,Charter,Gift,5228
3218,278,Directed,2061,,,1,2/53/1,Charter,Institution,1506
3221,278,Directed,2062,,,1,2/53/1,Charter,Institution,1506
3231,7,Directed,2063,,,5,2/40/11,Charter,Inspection,1474
3231,41,Directed,2064,,,1,2/40/4,Charter,Confirmation,1465
3231,131,Directed,2065,,,2,2/6/37,Charter,Quitclaim,1680
3231,1039,Directed,2066,,,1,2/40/1,Charter,Quitclaim,1466
3231,1115,Directed,2067,,,1,2/40/7,Charter,Confirmation,1522
3231,216,Directed,2068,,,1,2/40/12,Charter,Confirmation,1492
3231,1912,Directed,2069,,,1,2/40/10,Charter,Confirmation,1496
3234,1971,Directed,2070,,,1,2/64/12,Charter,Gift,2152
3234,1115,Directed,2071,,,1,2/64/11,Charter,Gift,2182
3234,3175,Directed,2072,,,1,2/64/13,Charter,Gift,2258
3236,128,Directed,2073,,,1,2/99/2,Charter,Confirmation,1550
3239,29,Directed,2074,,,1,2/40/13,Charter,Gift,1452
3253,186,Directed,2075,,,1,2/41/14,Charter,Gift,1505
3264,829,Directed,2076,,,1,3/647/2,Charter,Quitclaim,5752
3272,186,Directed,2077,,,2,3/60/12,Charter,Confirmation,4331
3272,914,Directed,2078,,,1,3/60/12,Charter,Confirmation,4331
3277,278,Directed,2079,,,1,2/51/10,Charter,Institution,1503
3277,3575,Directed,2080,,,1,2/51/10,Charter,Institution,1503
3290,41,Directed,2081,,,2,2/42/1,Charter,Confirmation,1467
3290,782,Directed,2082,,,1,4/15/4,Agreement,Quitclaim,4201
3291,1101,Directed,2083,,,1,3/141/5,Charter,Restoration,4917
3291,6998,Directed,2084,,,1,3/141/1,Charter,Gift,6493
3292,1101,Directed,2085,,,1,3/141/5,Charter,Restoration,4917
3293,2008,Directed,2086,,,1,4/16/11,Agreement,Gift,4249
3297,2234,Directed,2087,,,1,3/223/1,Charter,Gift,4879
3313,41,Directed,2088,,,1,3/92/1,Charter,Gift,4512
3314,131,Directed,2089,,,1,3/49/2,Charter,Confirmation,4362
3317,1287,Directed,2090,,,1,2/71/8,Charter,Gift,2205
3349,1938,Directed,2091,,,1,2/75/2,Charter,Quitclaim,2338
3349,4245,Directed,2092,,,1,2/75/3,Charter,Lease,2285
3349,3449,Directed,2093,,,1,2/75/4,Charter,Gift,5927
3350,3349,Directed,2094,,,1,2/105/1,Charter,Resignation,2283
3350,15621,Directed,2095,,,1,2/105/2,Charter,Gift,5978
3366,75,Directed,2096,,,2,3/15/109,Charter,Gift,2548
3366,82,Directed,2097,,,1,3/173/12,Charter,Gift,4709
3370,128,Directed,2098,,,1,3/222/2,Charter,Gift,4600
3370,5872,Directed,2099,,,1,3/222/1,Charter,Gift,4642
3370,5873,Directed,2100,,,1,3/222/1,Charter,Grant of property (concedo),4642
3394,14151,Directed,2101,,,1,3/360/1,Charter,Gift,5468
3398,128,Directed,2102,,,3,2/203/2,Charter,Confirmation,3347
3398,760,Directed,2103,,,1,2/203/3,Charter,Confirmation,3352
3398,891,Directed,2104,,,1,4/30/5,Charter,Confirmation,3342
3398,7433,Directed,2105,,,1,2/203/1,Charter,Confirmation,3346
3398,5075,Directed,2106,,,1,4/30/5,Charter,Confirmation,3342
3403,1278,Directed,2107,,,1,2/41/12,Charter,Confirmation,1482
3417,131,Directed,2108,,,1,3/363/1,Charter,Gift,5390
3417,5297,Directed,2109,,,1,3/363/2,Charter,Gift,5267
3417,216,Directed,2110,,,2,3/363/2,Charter,Gift,5267
3427,667,Directed,2111,,,2,3/14/17,Charter,Confirmation,2542
3427,6998,Directed,2112,,,1,3/14/19,Charter,Confirmation,6494
3427,15872,Directed,2113,,,1,3/14/18,Charter,Succession,2607
3428,278,Directed,2114,,,2,3/31/2,Charter,Gift,2687
3429,278,Directed,2115,,,1,3/31/1,Charter,Gift,2686
3446,1039,Directed,2116,,,1,2/60/1,Charter,Quitclaim,1453
3455,29,Directed,2117,,,1,2/52/3,Charter,Quitclaim,1454
3459,1039,Directed,2118,,,1,2/60/2,Charter,Quitclaim,1455
3461,1039,Directed,2119,,,1,2/60/3,Charter,Quitclaim,1457
