Source,Target,Type,Id,Label,timeset,Weight,H no,Doc type,Transaction type,Doc No
360,2222,Directed,853,,,1,1/8/101,Charter,Confirmation,961
360,2402,Directed,854,,,1,1/8/156,Charter,Renewal,1039
360,2113,Directed,855,,,1,1/8/15,Charter,Confirmation,916
360,2254,Directed,856,,,1,1/8/74,Charter,Confirmation,976
360,1912,Directed,857,,,1,1/8/125,Charter,Confirmation,934
360,2388,Directed,858,,,2,1/1000/81,Charter,Confirmation,1041
360,2001,Directed,859,,,1,1/8/155,Charter,Confirmation,1038
360,2369,Directed,860,,,2,1/8/86,Charter,Confirmation,1027
360,2358,Directed,861,,,1,1/8/117,Charter,Confirmation,1022
360,2338,Directed,862,,,1,1/8/93,Charter,Confirmation,1002
360,2343,Directed,863,,,1,1/8/152,Charter,Concession,1005
360,2335,Directed,864,,,1,1/8/77,Charter,Gift,999
360,2300,Directed,865,,,1,1/8/80,Charter,Confirmation,990
360,2288,Directed,866,,,1,1/8/70,Charter,Concession,985
360,2345,Directed,867,,,1,1/8/89,Charter,Concession,1006
360,4487,Directed,868,,,1,1/8/113,Charter,Confirmation,1898
360,1282,Directed,869,,,1,1/8/113,Charter,Confirmation,1898
360,4488,Directed,870,,,1,1/8/113,Charter,Confirmation,1898
360,2305,Directed,871,,,1,1/8/130,Charter,Obligation,2237
360,2109,Directed,872,,,1,1/8/14,Charter,Confirmation,914
360,2062,Directed,873,,,1,1/8/2,Charter,Confirmation,902
360,2086,Directed,874,,,1,1/8/7,Charter,Confirmation,906
360,2206,Directed,875,,,1,1/8/96,Charter,Confirmation,957
360,2185,Directed,876,,,1,1/8/26,Charter,Confirmation,948
360,2178,Directed,877,,,1,1/8/128,Charter,Grant of property (concedo),941
360,2177,Directed,878,,,1,1/8/128,Charter,Grant of property (concedo),941
360,2262,Directed,879,,,1,1/8/66,Charter,Confirmation,977
360,1955,Directed,880,,,3,1/8/127,Charter,Concession,964
360,1664,Directed,881,,,1,1/8/61,Charter,Confirmation,973
360,2226,Directed,882,,,1,1/8/107,Charter,Gift,962
360,2261,Directed,883,,,2,1/8/66,Charter,Confirmation,977
360,1338,Directed,884,,,1,1/8/22,Charter,Concession,981
360,6374,Directed,885,,,1,1/8/121,Charter,Succession,5969
360,11465,Directed,886,,,1,1/8/6,Charter,Confirmation,5914
360,2169,Directed,887,,,1,1/8/63,Charter,Gift,7979
360,7566,Directed,888,,,1,1/8/142,Charter,Renewal,6524
362,131,Directed,889,,,1,2/200/1,Charter,Restoration,3294
377,82,Directed,890,,,1,3/535/1,Charter,Gift,4456
380,82,Directed,891,,,1,3/421/1,Charter,Gift,4407
381,82,Directed,892,,,1,3/613/1,Charter,Gift,4505
389,354,Directed,893,,,1,3/15/92,Charter,Grant of property (concedo),2553
400,75,Directed,894,,,3,3/547/27,Charter,Quitclaim,5124
400,82,Directed,895,,,2,3/547/29,Charter,Confirmation,4439
400,127,Directed,896,,,1,3/547/19,Charter,Gift,5891
400,131,Directed,897,,,1,3/547/16,Charter,Gift,5939
400,900,Directed,898,,,1,3/547/22,Charter,Gift,5965
400,6499,Directed,899,,,1,3/547/21,Charter,Gift,5943
400,278,Directed,900,,,6,3/547/17,Charter,Gift,5761
400,710,Directed,901,,,3,3/547/17,Charter,Gift,5761
400,216,Directed,902,,,1,3/547/18,Charter,Gift,5859
400,711,Directed,903,,,1,3/547/28,Charter,Gift,6185
400,22746,Directed,904,,,1,3/547/30A,Charter,Gift,9415
400,13305,Directed,905,,,1,3/547/18,Charter,Gift,5859
400,16019,Directed,906,,,1,3/547/23,Charter,Gift,5970
403,138,Directed,907,,,1,3/503/1,Charter,Gift,6184
406,278,Directed,908,,,3,2/2/4,Charter,Confirmation,1733
406,3214,Directed,909,,,1,2/2/4,Charter,Confirmation,1733
406,3215,Directed,910,,,1,2/2/4,Charter,Confirmation,1733
407,41,Directed,911,,,1,2/3/30,Charter,Renewal,1762
407,4219,Directed,912,,,2,2/3/32,Charter,Institution,1740
408,127,Directed,913,,,1,2/69/3,Charter,Gift,2291
416,41,Directed,914,,,2,3/10/7,Charter,Renewal,2401
417,41,Directed,915,,,6,3/10/4,Charter,Gift,2397
419,6771,Directed,916,,,1,2/71/2,Charter,Gift,2198
419,4878,Directed,917,,,3,2/71/3,Charter,Concession,2199
420,2005,Directed,918,,,3,4/16/14,Agreement,Gift,4250
420,3290,Directed,919,,,1,2/8/38,Charter,Grant of property (concedo),1394
420,3291,Directed,920,,,1,2/8/42,Charter,Gift,1395
420,3292,Directed,921,,,1,2/8/42,Charter,Gift,1395
421,278,Directed,922,,,1,2/2/6,Charter,Renewal,1363
425,7,Directed,923,,,1,3/11/5,Charter,Renewal,2417
425,131,Directed,924,,,1,3/11/4,Charter,Renewal,2384
432,7,Directed,925,,,2,2/10/210,Charter,Renewal,1541
432,41,Directed,926,,,1,2/10/221,Charter,Renewal,1543
432,75,Directed,927,,,1,2/10/240,Charter,Confirmation,1754
432,82,Directed,928,,,9,2/10/232,Charter,Concession,1724
432,128,Directed,929,,,1,2/10/213,Charter,Concession,1542
432,131,Directed,930,,,9,2/10/204,Charter,Renewal,1712
432,1039,Directed,931,,,1,2/10/234,Charter,Renewal,1738
432,87,Directed,932,,,4,2/10/229,Charter,Concession,1752
432,278,Directed,933,,,1,2/10/224,Charter,Renewal,1727
432,710,Directed,934,,,1,2/10/239,Charter,Gift,1749
432,138,Directed,935,,,2,2/10/225,Charter,Confirmation,1756
432,4047,Directed,936,,,2,2/10/239,Charter,Gift,1749
432,208,Directed,937,,,1,2/10/199,Charter,Confirmation,1735
432,375,Directed,938,,,1,2/10/238,Charter,Renewal,5991
432,4153,Directed,939,,,1,2/10/215,Charter,Gift,1703
432,3781,Directed,940,,,1,2/10/226,Charter,Concession,1544
432,4181,Directed,941,,,1,2/10/198,Charter,Institution,1719
432,3774,Directed,942,,,1,2/10/225,Charter,Confirmation,1756
432,4169,Directed,943,,,2,2/10/200,Charter,Institution,1710
432,3779,Directed,944,,,1,2/10/226,Charter,Gift,1544
432,15667,Directed,945,,,2,2/10/228,Charter,Gift,5988
432,5988,Directed,946,,,1,2/10/228,Charter,Gift,5988
435,82,Directed,947,,,1,2/7/63,Notification,Gift,1755
435,128,Directed,948,,,1,2/7/76,Charter,Renewal,1600
435,4166,Directed,949,,,1,2/7/77,Charter,Gift,1709
435,278,Directed,950,,,1,2/7/64,Charter,Confirmation,1728
435,1278,Directed,951,,,1,2/7/67,Charter,Grant of property (concedo),1654
435,186,Directed,952,,,2,3/23/17,Charter,Quitclaim,2698
435,914,Directed,953,,,1,3/23/17,Charter,Quitclaim,2698
435,208,Directed,954,,,1,2/7/70,Charter,Renewal,1737
435,4162,Directed,955,,,2,2/7/73,Charter,Gift,1707
439,186,Directed,956,,,2,2/7/82,Charter,Gift,1379
439,2334,Directed,957,,,1,2/7/83,Charter,Gift,1381
443,189,Directed,958,,,1,3/15/2,Charter,Gift,2566
443,582,Directed,959,,,1,3/15/2,Charter,Gift,2566
443,5845,Directed,960,,,1,3/15/1,Charter,Grant of property (concedo),2476
444,75,Directed,961,,,8,3/15/47,Charter,Confirmation,2541
444,77,Directed,962,,,4,3/15/24,Charter,Concession,2577
444,82,Directed,963,,,3,3/15/44,Charter,Confirmation,2487
444,127,Directed,964,,,5,3/15/21,Charter,Confirmation,2555
444,128,Directed,965,,,4,3/15/33,Charter,Renewal,2523
444,189,Directed,966,,,2,3/15/20,Charter,Renewal,2571
444,710,Directed,967,,,3,3/15/43,Charter,Confirmation,2579
444,582,Directed,968,,,5,3/15/24,Charter,Concession,2577
444,4506,Directed,969,,,1,3/15/43,Charter,Confirmation,2579
444,2254,Directed,970,,,4,3/15/39,Charter,Confirmation,2499
445,75,Directed,971,,,4,3/15/69,Charter,Sale,2543
445,77,Directed,972,,,2,3/15/58,Charter,Quitclaim,2583
445,128,Directed,973,,,2,3/15/56,Charter,Gift,2526
445,189,Directed,974,,,1,3/15/67,Charter,Renewal,2591
445,710,Directed,975,,,1,3/15/58,Charter,Quitclaim,2583
445,582,Directed,976,,,3,3/15/58,Charter,Quitclaim,2583
445,4506,Directed,977,,,2,3/15/58,Charter,Quitclaim,2583
445,2254,Directed,978,,,3,3/15/53,Charter,Confirmation,2501
445,5968,Directed,979,,,1,3/15/68,Charter,Confirmation,2515
446,75,Directed,980,,,1,3/15/75,Charter,Confirmation,2547
446,77,Directed,981,,,3,3/15/77,Charter,Renewal,2594
446,189,Directed,982,,,2,3/15/79,Charter,Restoration,2596
446,354,Directed,983,,,2,3/15/85,Charter,Quitclaim,2551
446,582,Directed,984,,,3,3/15/76,Charter,Renewal,2593
446,2254,Directed,985,,,4,3/15/82,Charter,Gift,2507
446,6188,Directed,986,,,1,3/15/77,Charter,Renewal,2594
446,6010,Directed,987,,,1,3/15/87,Charter,Gift,2517
446,6009,Directed,988,,,1,3/15/87,Charter,Gift,2517
448,75,Directed,989,,,3,2/7/40,Charter,Renewal,1670
448,128,Directed,990,,,1,2/7/38,Charter,Renewal,1597
448,278,Directed,991,,,2,2/7/43,Charter,Confirmation,1638
448,710,Directed,992,,,2,2/7/44,Charter,Renewal,1682
448,3922,Directed,993,,,1,2/7/39,Charter,Gift,1615
449,41,Directed,994,,,1,2/10/278,Charter,Confirmation,1407
449,82,Directed,995,,,2,2/10/273,Charter,Confirmation,1441
449,127,Directed,996,,,1,2/10/279,Charter,Confirmation,1403
449,128,Directed,997,,,3,2/10/274,Charter,Renewal,1435
449,131,Directed,998,,,1,2/10/276,Charter,Renewal,1433
449,2093,Directed,999,,,1,2/41/15,Charter,Resignation,1484
449,250,Directed,1000,,,1,2/10/275,Charter,Confirmation,1440
451,75,Directed,1001,,,5,3/28/34,Charter,Gift,2671
451,82,Directed,1002,,,2,3/28/15,Charter,Gift,2676
451,128,Directed,1003,,,3,3/28/21,Charter,Confirmation,2662
451,900,Directed,1004,,,1,3/28/17,Charter,Succession,2651
451,1194,Directed,1005,,,1,3/28/25,Charter,Renewal,2718
451,3899,Directed,1006,,,1,3/28/28,Charter,Gift,2663
451,6691,Directed,1007,,,1,3/28/24,Charter,Confirmation,2717
451,87,Directed,1008,,,1,3/28/16,Charter,Renewal,2632
451,710,Directed,1009,,,1,3/28/25,Charter,Renewal,2718
451,1214,Directed,1010,,,1,3/28/27,Charter,Renewal,2751
451,691,Directed,1011,,,1,3/28/22,Charter,Confirmation,2750
451,4588,Directed,1012,,,3,3/28/31,Charter,Confirmation,2654
451,6820,Directed,1013,,,1,3/28/27,Charter,Renewal,2751
451,6503,Directed,1014,,,2,3/28/23A,Charter,Gift,3774
451,1647,Directed,1015,,,1,3/28/23,Charter,Gift,2658
451,6434,Directed,1016,,,1,3/28/32,Charter,Gift,2656
451,3408,Directed,1017,,,1,3/28/21,Charter,Confirmation,2662
453,75,Directed,1018,,,1,3/28/8,Charter,Gift,2666
453,82,Directed,1019,,,1,3/28/13,Charter,Gift,2675
453,128,Directed,1020,,,1,3/28/12,Charter,Confirmation,2660
453,1194,Directed,1021,,,3,3/28/7,Charter,Renewal,2713
453,1214,Directed,1022,,,1,3/28/2,Charter,Gift,2753
453,1457,Directed,1023,,,1,3/1000/0,Charter,Renewal,6020
453,6820,Directed,1024,,,1,3/28/2,Charter,Gift,2753
453,1647,Directed,1025,,,1,3/28/9,Charter,Gift,2659
453,4027,Directed,1026,,,1,3/28/14,Charter,Renewal,2716
453,6682,Directed,1027,,,1,3/28/14,Charter,Renewal,2716
454,7,Directed,1028,,,1,3/11/10,Charter,Renewal,2419
454,127,Directed,1029,,,2,3/11/7,Charter,Confirmation,2424
454,216,Directed,1030,,,2,3/11/8,Charter,Gift,2425
456,128,Directed,1031,,,3,2/10/260,Charter,Renewal,1427
456,131,Directed,1032,,,5,2/10/263,Charter,Inspection,1430
456,1039,Directed,1033,,,2,2/10/249,Charter,Confirmation,1415
456,2009,Directed,1034,,,1,2/10/259,Notification,Statement,1426
456,87,Directed,1035,,,1,2/10/256,Charter,Renewal,1423
456,667,Directed,1036,,,1,2/10/262,Charter,Confirmation,1429
456,208,Directed,1037,,,1,2/10/248,Charter,Renewal,1400
456,3549,Directed,1038,,,1,2/10/251,Charter,Confirmation,1417
456,3441,Directed,1039,,,1,2/10/261,Charter,Institution,1428
456,3375,Directed,1040,,,1,2/10/257,Charter,Confirmation,1424
461,2670,Directed,1041,,,1,2/73/18,Charter,Quitclaim,2296
463,446,Directed,1042,,,1,2/67/5,Charter,Lease,2335
466,1039,Directed,1043,,,1,2/64/7,Charter,Confirmation,2279
466,5137,Directed,1044,,,1,2/64/7,Charter,Confirmation,2279
468,7,Directed,1045,,,3,2/6/43,Charter,Quitclaim,1607
468,29,Directed,1046,,,1,2/6/39,Charter,Renewal,1644
468,1115,Directed,1047,,,2,2/6/41,Charter,Confirmation,1626
468,1957,Directed,1048,,,1,2/6/38,Charter,Confirmation,1658
468,1912,Directed,1049,,,1,2/6/40,Charter,Confirmation,1660
469,128,Directed,1050,,,2,2/12/21,Charter,Concession,1121
471,1020,Directed,1051,,,1,2/97/5,Charter,Gift,2277
472,1039,Directed,1052,,,1,2/97/46,Charter,Confirmation,2284
478,1026,Directed,1053,,,1,2/64/2,Charter,Gift,2264
478,6928,Directed,1054,,,1,2/64/1,Charter,Gift,2144
481,75,Directed,1055,,,1,2/41/2,Charter,Confirmation,1497
481,278,Directed,1056,,,1,2/41/5,Charter,Confirmation,1502
481,710,Directed,1057,,,1,2/41/2,Charter,Confirmation,1497
484,7,Directed,1058,,,3,2/10/104,Charter,Renewal,1291
484,29,Directed,1059,,,5,2/10/100,Charter,Renewal,1290
484,41,Directed,1060,,,1,2/10/98,Charter,Confirmation,1282
484,82,Directed,1061,,,3,2/10/107,Charter,Confirmation,1294
484,131,Directed,1062,,,4,2/10/96,Charter,Renewal,1278
484,250,Directed,1063,,,1,2/10/103,Charter,Gift,1287
484,234,Directed,1064,,,1,2/10/100,Charter,Renewal,1290
488,41,Directed,1065,,,2,2/1/12,Charter,Renewal,1129
488,82,Directed,1066,,,1,2/1/16,Charter,Renewal,1631
488,4047,Directed,1067,,,3,2/1/13,Charter,Confirmation,1130
490,128,Directed,1068,,,2,2/12/10,Charter,Renewal,1177
490,87,Directed,1069,,,1,2/12/11,Charter,Confirmation,1178
491,41,Directed,1070,,,1,2/5/7,Charter,Renewal,1193
491,1115,Directed,1071,,,1,2/5/9,Charter,Confirmation,1196
491,250,Directed,1072,,,1,2/5/8,Charter,Renewal,1195
492,5170,Directed,1073,,,1,2/77/2,Charter,Grant of property (concedo),2300
493,41,Directed,1074,,,2,2/6/22,Charter,Confirmation,1560
493,1115,Directed,1075,,,1,2/6/24,Charter,Renewal,1622
493,3842,Directed,1076,,,1,2/6/24,Charter,Renewal,1622
494,41,Directed,1077,,,1,2/5/2,Charter,Confirmation,1184
494,667,Directed,1078,,,1,2/5/4,Charter,Confirmation,1186
494,710,Directed,1079,,,1,2/5/4,Charter,Confirmation,1186
494,250,Directed,1080,,,2,2/5/5,Charter,Confirmation,1188
494,7255,Directed,1081,,,1,2/5/3,Charter,Confirmation,3447
496,29,Directed,1082,,,1,3/13/1,Charter,Gift,2400
496,1599,Directed,1083,,,1,3/13/1,Charter,Gift,2400
500,5885,Directed,1084,,,1,2/73/17,Charter,Gift,3770
500,474,Directed,1085,,,1,2/73/11,Charter,Quitclaim,2280
500,2670,Directed,1086,,,1,2/73/16,Charter,Grant of property (concedo),2294
500,4847,Directed,1087,,,1,2/73/12,Charter,Grant of property (concedo),2174
500,4851,Directed,1088,,,1,2/73/13,Charter,Gift,2175
500,5248,Directed,1089,,,1,2/73/17,Charter,Gift,3770
500,4853,Directed,1090,,,1,2/73/14,Charter,Succession,2176
504,7,Directed,1091,,,1,2/6/3,Charter,Renewal,1202
504,216,Directed,1092,,,1,2/6/5,Charter,Confirmation,1447
504,250,Directed,1093,,,1,2/6/4,Charter,Gift,1203
524,87,Directed,1094,,,1,3/554/1,Charter,Gift,5963
529,697,Directed,1095,,,1,3/465/1,Charter,Gift,5067
532,82,Directed,1096,,,1,3/111/1,Charter,Confirmation,4062
562,250,Directed,1097,,,1,3/549/1,Charter,Gift,5877
568,1194,Directed,1098,,,1,1/15/4,Charter,Concession,748
575,131,Directed,1099,,,1,3/331/2,Charter,Gift,5154
575,4070,Directed,1100,,,1,3/331/3,Charter,Grant of property (concedo),5156
657,82,Directed,1101,,,1,3/72/1,Charter,Gift,3781
666,1214,Directed,1102,,,1,3/34/1,Charter,Gift,2752
699,82,Directed,1103,,,1,3/465/3,Charter,Gift,4549
699,128,Directed,1104,,,1,3/465/4,Charter,Gift,5041
699,697,Directed,1105,,,2,3/465/2,Charter,Gift,5069
745,75,Directed,1106,,,3,2/7/24,Charter,Gift,1226
745,82,Directed,1107,,,4,2/7/21,Charter,Confirmation,1222
745,127,Directed,1108,,,1,2/7/22,Charter,Gift,1223
745,128,Directed,1109,,,4,2/7/18,Charter,Confirmation,1205
745,1194,Directed,1110,,,3,2/7/23,Charter,Confirmation,1225
745,87,Directed,1111,,,1,2/7/17,Charter,Renewal,1201
745,278,Directed,1112,,,4,2/7/28,Charter,Confirmation,1232
745,667,Directed,1113,,,1,2/7/30,Charter,Gift,1234
745,710,Directed,1114,,,2,2/7/24,Charter,Gift,1226
745,186,Directed,1115,,,1,2/7/16,Charter,Concession,1198
745,2859,Directed,1116,,,1,2/7/36,Charter,Confirmation,1214
749,41,Directed,1117,,,1,2/5/10,Charter,Renewal,1583
749,1039,Directed,1118,,,1,2/5/11,Charter,Grant of property (concedo),1663
749,667,Directed,1119,,,1,2/5/14,Charter,Renewal,1632
749,710,Directed,1120,,,1,2/5/14,Charter,Renewal,1632
749,1115,Directed,1121,,,2,2/5/12,Charter,Renewal,1627
749,250,Directed,1122,,,1,2/5/15,Charter,Renewal,1591
750,75,Directed,1123,,,1,3/83/5,Charter,Gift,4523
751,40,Directed,1124,,,1,2/84/14,Charter,Concession,5027
751,77,Directed,1125,,,1,2/84/8,Charter,Gift,2350
751,187,Directed,1126,,,1,2/84/4,Charter,Confirmation,5022
751,3644,Directed,1127,,,1,2/84/3,Charter,Gift,2346
751,5312,Directed,1128,,,1,2/84/6,Charter,Succession,2348
751,12524,Directed,1129,,,1,2/84/13,Charter,Gift,5015
751,7899,Directed,1130,,,2,2/84/12,Charter,Confirmation,5016
751,2178,Directed,1131,,,1,2/84/11,Charter,Gift,3537
751,3904,Directed,1132,,,1,2/84/5,Charter,Gift,2347
751,5421,Directed,1133,,,1,2/84/7,Charter,Gift,2349
751,12540,Directed,1134,,,1,2/84/10,Charter,Gift,5020
754,75,Directed,1135,,,3,3/106/12,Charter,Confirmation,3889
754,1194,Directed,1136,,,1,3/106/14,Charter,Confirmation,3817
754,734,Directed,1137,,,1,3/106/13,Charter,Renewal,3815
754,4645,Directed,1138,,,1,3/106/15,Charter,Gift,3820
754,8251,Directed,1139,,,1,3/106/9,Charter,Gift,3887
755,41,Directed,1140,,,1,3/12/4,Charter,Gift,2412
755,846,Directed,1141,,,1,3/12/4,Charter,Gift,2412
755,4047,Directed,1142,,,1,3/12/5,Charter,Renewal,2386
755,6255,Directed,1143,,,1,3/12/6,Charter,Gift,2608
756,75,Directed,1144,,,1,2/73/20,Charter,Gift,2302
756,4853,Directed,1145,,,1,2/73/19,Charter,Concession,2217
760,41,Directed,1146,,,3,2/8/8,Charter,Gift,1588
760,82,Directed,1147,,,1,2/8/10,Charter,Gift,1655
760,4467,Directed,1148,,,2,4/16/3B,Agreement,Quitclaim,4224
760,1149,Directed,1149,,,2,2/8/12,Charter,Gift,1699
760,846,Directed,1150,,,1,2/8/6,Charter,Gift,1589
760,4173,Directed,1151,,,1,2/8/11,Charter,Concession,1715
764,858,Directed,1152,,,1,2/94/5,Notification,Settlement of vicarage,2233
767,5410,Directed,1153,,,1,2/84/2,Charter,Concession,2345
768,75,Directed,1154,,,1,2/59/4,Charter,Gift,3722
772,4869,Directed,1155,,,1,2/73/23,Charter,Gift,2193
772,4855,Directed,1156,,,1,2/73/21,Charter,Grant of property (concedo),2177
772,4848,Directed,1157,,,1,2/73/24,Charter,Gift,2195
772,4857,Directed,1158,,,1,2/73/22,Charter,Succession,2180
775,41,Directed,1159,,,6,2/3/19,Charter,Renewal,1577
779,582,Directed,1160,,,1,1/25/3,Charter,Confirmation,4806
780,41,Directed,1161,,,2,2/1/17,Charter,Confirmation,1556
780,131,Directed,1162,,,3,2/1/19,Charter,Renewal,1666
780,4047,Directed,1163,,,1,2/1/21,Charter,Renewal,1668
781,41,Directed,1164,,,1,2/8/2,Charter,Confirmation,1217
781,334,Directed,1165,,,1,2/8/1,Charter,Renewal,1216
781,1101,Directed,1166,,,1,2/8/3,Charter,Renewal,1221
781,2869,Directed,1167,,,1,2/8/1,Charter,Renewal,1216
781,2868,Directed,1168,,,1,2/8/1,Charter,Renewal,1216
781,2598,Directed,1169,,,2,2/8/4,Charter,Institution,1219
781,2876,Directed,1170,,,2,2/8/5,Charter,Grant of property (concedo),1220
782,7,Directed,1171,,,2,3/16/15,Charter,Quitclaim,2450
782,29,Directed,1172,,,1,3/16/19,Charter,Gift,2439
782,131,Directed,1173,,,1,3/16/11,Charter,Confirmation,2437
782,760,Directed,1174,,,1,3/16/17,Charter,Gift,2562
782,788,Directed,1175,,,1,4/15/4,Agreement,Quitclaim,4201
782,667,Directed,1176,,,2,3/16/13,Charter,Renewal,2451
782,710,Directed,1177,,,2,3/16/12,Charter,Confirmation,2474
782,1038,Directed,1178,,,1,3/16/20,Charter,Gift,2563
782,4547,Directed,1179,,,1,3/16/16,Charter,Gift,2561
782,247,Directed,1180,,,1,3/16/11,Charter,Confirmation,2437
782,1974,Directed,1181,,,1,3/16/18,Charter,Gift,2565
782,6105,Directed,1182,,,1,3/16/17,Charter,Gift,2562
784,4047,Directed,1183,,,1,3/18/10,Charter,Renewal,2871
784,1025,Directed,1184,,,1,3/18/12,Charter,Gift,3239
785,41,Directed,1185,,,1,3/18/7,Charter,Gift,2691
785,4047,Directed,1186,,,1,3/18/6,Charter,Gift,2870
788,41,Directed,1187,,,1,2/8/22,Charter,Renewal,1590
788,131,Directed,1188,,,3,4/4/15B,Agreement,Gift,4104
788,782,Directed,1189,,,1,4/15/4,Agreement,Quitclaim,4201
788,1357,Directed,1190,,,1,4/16/9,Agreement,Quitclaim,4245
788,1695,Directed,1191,,,5,2/8/32,Charter,Gift,1784
788,2247,Directed,1192,,,1,4/15/6,Agreement,Quitclaim,4209
788,3290,Directed,1193,,,1,2/8/15,Charter,Gift,1717
788,3702,Directed,1194,,,1,2/8/24,Charter,Gift,1760
788,4251,Directed,1195,,,1,4/17/2,Agreement,Gift,4252
788,4728,Directed,1196,,,1,4/16/7,Agreement,Quitclaim,4239
788,1149,Directed,1197,,,1,2/8/19,Charter,Renewal,1736
788,710,Directed,1198,,,3,2/8/23,Charter,Gift,1796
788,216,Directed,1199,,,1,2/8/27,Charter,Gift,1770
788,1101,Directed,1200,,,1,4/7/1,Agreement,Confirmation,4044
788,838,Directed,1201,,,5,2/8/35,Charter,Gift,1786
788,4328,Directed,1202,,,1,2/8/23,Charter,Gift,1796
788,4123,Directed,1203,,,3,2/8/30,Charter,Confirmation,1697
788,247,Directed,1204,,,1,2/8/30,Charter,Confirmation,1697
788,4257,Directed,1205,,,1,2/8/26,Charter,Gift,1767
788,4256,Directed,1206,,,1,2/8/26,Charter,Gift,1767
788,1602,Directed,1207,,,2,2/8/23,Charter,Gift,1796
788,4238,Directed,1208,,,1,2/8/24,Charter,Gift,1760
788,4278,Directed,1209,,,1,2/8/24,Charter,Gift,1760
788,3871,Directed,1210,,,1,2/8/24,Charter,Gift,1760
788,4272,Directed,1211,,,1,2/8/24,Charter,Gift,1760
788,3687,Directed,1212,,,1,2/8/24,Charter,Gift,1760
788,3416,Directed,1213,,,1,2/8/25,Notification,Gift,1764
788,4175,Directed,1214,,,1,2/8/24,Charter,Gift,1760
788,4273,Directed,1215,,,1,2/8/28,Charter,Gift,1771
788,4319,Directed,1216,,,1,2/8/33,Charter,Institution,1788
788,4236,Directed,1217,,,1,2/8/24,Charter,Gift,1760
788,4216,Directed,1218,,,1,2/8/16,Charter,Grant of property (concedo),1797
788,4233,Directed,1219,,,1,2/8/24,Charter,Gift,1760
788,4234,Directed,1220,,,1,2/8/24,Charter,Gift,1760
788,3869,Directed,1221,,,1,2/8/24,Charter,Gift,1760
788,4235,Directed,1222,,,1,2/8/24,Charter,Gift,1760
789,4349,Directed,1223,,,1,2/4/2,Charter,Gift,1790
789,4345,Directed,1224,,,1,2/4/2,Charter,Grant of property (concedo),1790
789,4350,Directed,1225,,,1,2/4/2,Charter,Gift,1790
791,1194,Directed,1226,,,1,2/41/6,Charter,Confirmation,1493
791,278,Directed,1227,,,1,2/41/9,Charter,Confirmation,1510
793,41,Directed,1228,,,5,2/3/1,Charter,Gift,1134
798,29,Directed,1229,,,1,2/6/20,Charter,Renewal,1643
798,41,Directed,1230,,,1,2/6/19,Charter,Confirmation,1584
798,131,Directed,1231,,,1,2/6/16,Charter,Renewal,1678
798,1115,Directed,1232,,,1,2/6/21,Charter,Renewal,1629
798,216,Directed,1233,,,2,2/6/17,Charter,Renewal,1765
802,3632,Directed,1234,,,1,2/40/3,Notification,Sasine,1516
803,4918,Directed,1235,,,1,2/71/7,Charter,Gift,2204
803,4917,Directed,1236,,,1,2/71/6,Charter,Gift,2202
806,7,Directed,1237,,,3,3/23/7,Charter,Resignation,2740
806,127,Directed,1238,,,2,3/23/5,Charter,Gift,2739
806,131,Directed,1239,,,2,3/23/10,Charter,Gift,2742
806,4431,Directed,1240,,,1,3/23/11,Charter,Gift,2738
806,87,Directed,1241,,,2,3/23/1,Charter,Quitclaim,2732
806,710,Directed,1242,,,3,3/23/4,Charter,Gift,2737
806,1115,Directed,1243,,,1,3/23/4,Charter,Gift,2737
806,216,Directed,1244,,,2,3/23/9,Charter,Gift,2743
806,250,Directed,1245,,,3,3/23/3,Charter,Gift,2736
806,6603,Directed,1246,,,1,3/23/6,Charter,Gift,2690
809,41,Directed,1247,,,10,2/3/15,Charter,Renewal,1165
809,710,Directed,1248,,,1,2/56/1,Charter,Gift,1477
809,216,Directed,1249,,,1,2/56/1,Charter,Gift,1477
809,2620,Directed,1250,,,4,2/3/10,Charter,Institution,1145
812,1,Directed,1251,,,1,1/24/1,Charter,Quitclaim,2368
813,5224,Directed,1252,,,1,2/69/1,Charter,Grant of property (concedo),2310
815,4467,Directed,1253,,,1,4/16/4,Agreement,Quitclaim,4225
815,15678,Directed,1254,,,1,2/9/1,Charter,Concession,5995
817,41,Directed,1255,,,4,2/10/118,Charter,Gift,1324
817,82,Directed,1256,,,4,2/10/120,Charter,Confirmation,1332
817,131,Directed,1257,,,5,2/10/113,Charter,Renewal,1336
817,189,Directed,1258,,,2,2/10/127,Charter,Confirmation,1333
817,751,Directed,1259,,,1,2/10/127,Charter,Confirmation,1333
817,1020,Directed,1260,,,1,2/10/125,Charter,Succession,1313
817,1039,Directed,1261,,,1,2/10/137,Charter,Confirmation,1335
817,216,Directed,1262,,,2,2/10/117,Charter,Confirmation,1305
817,250,Directed,1263,,,1,2/10/133,Charter,Renewal,1318
817,1022,Directed,1264,,,1,2/10/110,Charter,Renewal,1296
817,582,Directed,1265,,,1,2/10/131,Charter,Renewal,1327
817,375,Directed,1266,,,2,2/10/116,Charter,Gift,1330
817,972,Directed,1267,,,1,2/10/126,Charter,Gift,1314
817,3101,Directed,1268,,,1,2/10/123,Charter,Confirmation,1311
817,3085,Directed,1269,,,1,2/10/115,Charter,Gift,1303
817,3087,Directed,1270,,,2,2/10/117,Charter,Confirmation,1305
817,3108,Directed,1271,,,1,2/10/135,Charter,Gift,1320
